:START_ID(Compound)	:END_ID(Gene)
DB00688	10599
DB01221	6869
DB00306	2563
DB00171	107
DB00714	1812
DB00619	1565
DB00163	3162
DB00126	55239
DB00360	5743
DB00973	64240
DB04842	150
DB00755	1381
DB00961	6326
DB01361	1559
DB00432	1890
DB04894	6755
DB00458	3350
DB00950	5243
DB00952	3351
DB01242	3274
DB01037	4128
DB01567	2567
DB01367	596
DB00976	100861540
DB00909	761
DB00536	170850
DB00753	2562
DB01291	154
DB00704	5243
DB06144	1576
DB00196	1577
DB01117	1559
DB00428	1544
DB06616	2044
DB01403	1129
DB08828	6469
DB00208	1559
DB06218	23632
DB01577	6584
DB01036	1576
DB00495	3177
DB00318	1551
DB01589	2560
DB08896	2324
DB00798	9356
DB00273	762
DB06216	1544
DB00530	1576
DB01346	1565
DB00564	1557
DB01412	5142
DB00436	759
DB00396	1548
DB08877	28996
DB00594	5328
DB00683	2562
DB00987	5423
DB01289	3767
DB00564	6331
DB01136	6401
DB01011	1585
DB01245	1144
DB00369	1890
DB06589	10746
DB00441	3177
DB00949	1557
DB00262	1544
DB00482	763
DB00877	100861540
DB00150	121278
DB00381	781
DB00320	1576
DB00683	2560
DB00503	9429
DB00852	1565
DB00726	1813
DB00338	1576
DB00715	1558
DB08912	28234
DB00795	5468
DB00317	285220
DB00413	3350
DB00934	1544
DB00500	9356
DB00690	6582
DB04868	771
DB00586	41
DB00301	1576
DB00398	5156
DB05294	7525
DB00989	1576
DB08860	1244
DB00279	213
DB00731	6565
DB06616	10188
DB00139	8802
DB00126	55217
DB04946	100861540
DB00783	2099
DB00495	9376
DB04868	2051
DB01115	1543
DB01618	3350
DB00408	1816
DB00714	3350
DB00151	79587
DB01110	3757
DB00647	1559
DB00248	154
DB06616	4215
DB06637	3755
DB01229	1576
DB00231	2555
DB01239	1813
DB01390	8671
DB01268	6197
DB00408	59340
DB00895	2207
DB00189	2554
DB06616	11183
DB00908	6580
DB06689	2161
DB06287	1565
DB00593	1576
DB06725	5743
DB00637	3269
DB00579	10280
DB00897	2554
DB00802	4988
DB00129	51686
DB00277	8654
DB01028	2557
DB01254	8767
DB01239	1129
DB00967	1565
DB06716	2565
DB00359	1576
DB00686	2247
DB00458	3363
DB00370	4986
DB01185	5618
DB06616	6793
DB00449	151
DB00929	5734
DB01273	1137
DB00801	2556
DB00675	1559
DB06589	54658
DB00526	6581
DB00308	775
DB00381	774
DB00945	3309
DB01601	1544
DB00515	1555
DB00283	3269
DB00321	3356
DB00975	5158
DB01033	9376
DB00869	1576
DB01098	213
DB00520	10599
DB01151	1544
DB00231	2563
DB01254	1543
DB00543	1815
DB00200	326625
DB00188	5707
DB00975	5243
DB00139	1468
DB00784	8644
DB00151	2729
DB00184	1135
DB01110	1559
DB00647	1558
DB00398	1558
DB01407	4803
DB00890	2099
DB00350	10060
DB01622	6580
DB05246	1557
DB00623	5243
DB06144	3269
DB04868	1432
DB00835	1565
DB00637	100861540
DB00530	3718
DB01104	6531
DB01143	251
DB00398	1555
DB03147	51
DB01356	2932
DB00331	4715
DB01148	27115
DB01333	6584
DB00373	153
DB00514	1558
DB00540	1131
DB00818	54578
DB08795	6584
DB06616	695
DB01610	11254
DB01080	206358
DB03147	259307
DB00408	3351
DB01595	2555
DB08910	1544
DB01392	3351
DB00145	6470
DB01054	8912
DB00351	2908
DB00704	54658
DB00490	3357
DB08932	1557
DB00836	1555
DB00430	213
DB01248	10382
DB01077	5802
DB06772	5243
DB00863	1544
DB00481	3357
DB06706	6571
DB01100	100861540
DB00508	590
DB00571	153
DB01103	5243
DB01254	5159
DB06712	1557
DB01580	153
DB00216	1565
DB00252	1577
DB08865	2042
DB00569	2159
DB01035	6581
DB01348	1636
DB01369	1576
DB01259	2064
DB01221	2904
DB00231	2565
DB00842	2559
DB01114	6582
DB06148	152
DB00674	590
DB04855	3776
DB00171	19
DB01159	54207
DB01623	1544
DB00408	6530
DB00248	151
DB00316	54575
DB00755	1551
DB01254	3932
DB00436	762
DB00633	1543
DB01424	1557
DB01259	6890
DB00709	30833
DB00544	7378
DB00633	1571
DB00471	1548
DB00122	1103
DB01173	6335
DB00398	2872
DB00163	8856
DB00482	23632
DB01242	1544
DB00313	54578
DB00259	1557
DB00150	3620
DB00313	7915
DB00814	1558
DB01326	55867
DB01245	1140
DB00273	1557
DB01169	5243
DB08987	6329
DB00363	3350
DB04786	5320
DB00842	100861540
DB01183	6579
DB00458	1557
DB00384	6339
DB00584	1636
DB00900	2030
DB00502	10682
DB01033	10057
DB00908	5243
DB01050	4363
DB01023	5153
DB00518	1576
DB00852	150
DB01041	1559
DB00694	368
DB08871	10383
DB01193	154
DB00825	8989
DB09009	6323
DB00907	1577
DB00779	9356
DB00246	150
DB00731	6833
DB08881	1576
DB00279	117247
DB00951	1576
DB01236	51305
DB01227	1588
DB00294	2099
DB01352	2556
DB01186	3358
DB08896	1558
DB01156	1576
DB00184	1557
DB01583	28234
DB00127	4953
DB00695	9376
DB00337	1576
DB00917	10057
DB01201	1559
DB04855	10021
DB00468	1571
DB08865	91
DB00818	54576
DB00787	6580
DB01156	1548
DB08896	3791
DB00896	2908
DB00589	3356
DB00737	1544
DB01254	2534
DB00196	1557
DB00273	2893
DB01353	2898
DB00205	1559
DB01254	5753
DB00328	368
DB01268	4215
DB01268	91807
DB01558	2568
DB01245	1134
DB01142	59340
DB00468	6584
DB01212	9376
DB01175	1557
DB06589	2324
DB00882	1583
DB01275	8639
DB08860	5004
DB00683	2557
DB01151	3269
DB06439	4023
DB00747	1133
DB01268	5585
DB04843	1128
DB00647	100861540
DB00818	2562
DB01320	1555
DB00997	4842
DB00694	4363
DB00696	3355
DB01161	116443
DB01219	6263
DB01268	6794
DB00795	5319
DB08911	1558
DB06616	2048
DB01156	1136
DB00834	5241
DB00131	132
DB00139	5033
DB00508	1129
DB00542	1636
DB00712	1559
DB00661	1562
DB00468	2815
DB01137	9356
DB00458	5243
DB00678	185
DB00536	6035
DB00373	155
DB01160	28232
DB00582	1559
DB01234	1555
DB00622	1128
DB00951	10
DB01466	1551
DB08828	1559
DB00135	6898
DB00938	1577
DB00756	6392
DB01559	2565
DB00849	1137
DB00511	477
DB01087	123228
DB00193	6532
DB04841	8911
DB01218	1565
DB00176	1555
DB00368	6580
DB06694	146
DB01200	3350
DB00570	3725
DB00509	28231
DB00835	1133
DB00334	1544
DB01161	6336
DB01174	1577
DB00264	154
DB00959	1576
DB01588	2566
DB00374	5739
DB00132	2173
DB00526	1571
DB01156	6530
DB06695	1066
DB00936	11309
DB00842	1551
DB00449	154
DB00678	213
DB06616	1017
DB01351	2558
DB00897	1558
DB00122	6582
DB00345	6566
DB00184	1143
DB01354	1139
DB01140	9356
DB06201	6329
DB06663	6753
DB00242	5422
DB06148	59340
DB01268	3643
DB08604	873
DB00312	1137
DB00398	8569
DB00174	80150
DB00420	1132
DB06616	494551
DB00515	1559
DB00238	1548
DB05260	632
DB00333	1576
DB00570	7280
DB00909	765
DB04855	775
DB06694	3351
DB01254	11183
DB00404	100861540
DB01623	1565
DB00368	5053
DB00789	5226
DB01182	1576
DB00318	100861540
DB01068	2561
DB00289	1557
DB00564	5243
DB00126	112399
DB00151	833
DB00737	3269
DB00331	4729
DB00703	1557
DB00228	3736
DB00749	54575
DB04855	782
DB00537	5243
DB00247	3355
DB00625	1557
DB01409	1131
DB01231	1129
DB00418	1139
DB01238	3358
DB01075	6580
DB01189	213
DB00563	5226
DB00661	1557
DB00352	3251
DB01114	100861540
DB00845	5243
DB00413	1815
DB00541	8714
DB00774	476
DB00188	1511
DB01366	154
DB00690	2556
DB00405	3269
DB00408	152
DB00777	3356
DB00317	51135
DB00690	2557
DB00224	1559
DB00577	6555
DB00531	1548
DB00694	1545
DB01248	10383
DB01029	5742
DB01050	5468
DB00403	886
DB01420	367
DB00136	2638
DB00208	64805
DB04843	1129
DB00685	7153
DB00770	11309
DB00292	1585
DB00829	1576
DB00929	5732
DB00370	1813
DB00678	1559
DB06710	1576
DB01068	1571
DB00536	56479
DB00527	801
DB01156	1558
DB00870	7364
DB06637	3754
DB00181	2550
DB06589	79837
DB00989	43
DB00563	471
DB03147	7498
DB00160	6509
DB03166	11309
DB00624	1558
DB01625	1132
DB00143	2947
DB01250	5742
DB00671	6584
DB00897	2569
DB01398	5743
DB00679	1813
DB01254	640
DB00972	1555
DB00130	117247
DB00590	1565
DB05294	5607
DB06637	3739
DB00936	5743
DB00546	1557
DB00230	781
DB00515	590
DB00334	1565
DB00424	1131
DB00683	6580
DB00777	1815
DB01128	1565
DB01118	1544
DB01384	866
DB00345	6583
DB00648	1584
DB01159	2556
DB01268	55781
DB01624	3356
DB00747	1129
DB00862	50940
DB00904	3351
DB00651	5141
DB01409	1565
DB00443	4306
DB00988	1812
DB00718	204
DB00818	2566
DB00647	4985
DB01268	1195
DB01135	1134
DB01050	213
DB00682	1576
DB00811	132
DB00268	3356
DB00515	368
DB00987	5426
DB00915	1813
DB00145	2742
DB00751	3363
DB02300	7421
DB00127	112483
DB00333	1544
DB00115	81693
DB08882	5243
DB00334	3352
DB06637	3744
DB00171	156
DB01333	9356
DB00622	1559
DB01215	2558
DB08828	1558
DB01427	5139
DB01186	1816
DB00917	28231
DB01424	9356
DB01191	3357
DB01244	801
DB01274	1565
DB01195	6329
DB01296	4791
DB06637	3787
DB06218	765
DB01198	2566
DB00491	2548
DB00567	213
DB00786	4320
