:START_ID(Disease)	:END_ID(Gene)
DOID:9008	23348
DOID:7148	8728
DOID:263	51192
DOID:13223	11005
DOID:9206	3918
DOID:1909	27342
DOID:2531	2575
DOID:9206	54843
DOID:7693	3107
DOID:7147	51241
DOID:219	5689
DOID:0050156	51304
DOID:8778	221935
DOID:0050156	1311
DOID:2531	833
DOID:1909	283171
DOID:0050741	5292
DOID:1324	160428
DOID:7693	6354
DOID:7147	27258
DOID:2531	1452
DOID:332	100293516
DOID:3083	79905
DOID:14330	10816
DOID:13223	3355
DOID:2986	7768
DOID:1324	2783
DOID:9008	2187
DOID:219	3320
DOID:10652	64170
DOID:0050742	339512
DOID:8893	6280
DOID:0050742	1728
DOID:263	10659
DOID:1793	79838
DOID:7148	3112
DOID:8577	6731
DOID:8893	374918
DOID:8893	3429
DOID:986	653464
DOID:263	836
DOID:8893	3559
DOID:986	389136
DOID:2394	3460
DOID:14330	10521
DOID:1324	220074
DOID:9206	29956
DOID:219	22880
DOID:418	311
DOID:12365	84623
DOID:0050742	54839
DOID:1612	8363
DOID:9206	6386
DOID:824	57109
DOID:2986	23438
DOID:12365	57567
DOID:11612	64405
DOID:0050741	4291
DOID:7148	56158
DOID:9008	79175
DOID:9008	657
DOID:1793	9619
DOID:332	9881
DOID:10652	9738
DOID:13223	79867
DOID:10652	55701
DOID:2986	1201
DOID:12365	374887
DOID:7147	83940
DOID:10652	64782
DOID:9206	79083
DOID:3083	5564
DOID:8893	6699
DOID:0050156	152007
DOID:8778	10158
DOID:2986	51303
DOID:7148	22797
DOID:9970	1292
DOID:418	283212
DOID:332	100505741
DOID:10763	22974
DOID:1793	5530
DOID:8577	6734
DOID:11612	5836
DOID:10652	114897
DOID:8577	57493
DOID:7147	339976
DOID:0050741	9785
DOID:1909	144347
DOID:2531	79625
DOID:1793	253782
DOID:7693	5742
DOID:263	64682
DOID:1612	9133
DOID:7693	54209
DOID:2394	6715
DOID:10652	23261
DOID:11612	641455
DOID:8778	1325
DOID:3083	79782
DOID:1324	192666
DOID:7693	5130
DOID:418	55174
DOID:418	4343
DOID:2531	51065
DOID:0050156	2274
DOID:263	11335
DOID:219	7867
DOID:7148	6772
DOID:9008	54969
DOID:8577	54732
DOID:9970	800
DOID:7693	8879
DOID:9008	7592
DOID:12365	10482
DOID:14227	313
DOID:8778	3554
DOID:8577	55332
DOID:8893	3065
DOID:986	26092
DOID:5419	1669
DOID:986	317649
DOID:2986	55739
DOID:8893	11226
DOID:1686	9284
DOID:11612	27336
DOID:5419	84124
DOID:11612	390790
DOID:14330	9683
DOID:9008	55196
DOID:0050742	6185
DOID:1793	400823
DOID:1909	3069
DOID:9008	79685
DOID:1793	3958
DOID:8778	7450
DOID:2394	8021
DOID:12365	171169
DOID:219	55131
DOID:8577	5175
DOID:0050741	80256
DOID:9206	80777
DOID:10763	4602
DOID:0050741	7538
DOID:8778	7076
DOID:0050741	2256
DOID:1909	9967
DOID:2531	83666
DOID:3083	27123
DOID:10652	26084
DOID:10652	1390
DOID:5419	51317
DOID:7148	58533
DOID:418	6907
DOID:8778	405753
DOID:2531	5710
DOID:2986	26960
DOID:9970	5803
DOID:1612	1009
DOID:13223	8111
DOID:1324	26056
DOID:219	9653
DOID:1793	2073
DOID:1909	2118
DOID:7148	9978
DOID:0050741	22870
DOID:0050742	79665
DOID:2394	83658
DOID:1612	50515
DOID:12365	124590
DOID:10652	25909
DOID:5419	2124
DOID:219	399664
DOID:13223	9623
DOID:7693	646480
DOID:9008	201973
DOID:635	5216
DOID:5419	448831
DOID:1793	5696
DOID:263	253982
DOID:7693	388946
DOID:1793	4233
DOID:1612	811
DOID:3083	23601
DOID:10652	3268
DOID:10652	9732
DOID:1793	3017
DOID:2986	8368
DOID:824	5498
DOID:9206	51170
DOID:1324	150084
DOID:14227	6156
DOID:986	7456
DOID:635	9833
DOID:2394	147323
DOID:13223	26011
DOID:1793	79833
DOID:12365	3006
DOID:0050741	10840
DOID:8778	725
DOID:8893	140576
DOID:7148	6993
DOID:7147	10094
DOID:7148	646019
DOID:1909	23139
DOID:8577	118932
DOID:14330	2534
DOID:332	53826
DOID:8577	55122
DOID:9206	4588
DOID:9008	8799
DOID:1793	10553
DOID:2986	1495
DOID:0050741	8906
DOID:7693	403257
DOID:1612	9833
DOID:9008	11196
DOID:14330	23126
DOID:263	729230
DOID:986	399474
DOID:10652	10871
DOID:12365	9886
DOID:9970	3916
DOID:219	79581
DOID:8893	27299
DOID:9008	58500
DOID:0050156	1445
DOID:9008	10677
DOID:2531	79685
DOID:11612	10840
DOID:0050156	149483
DOID:10652	23205
DOID:10652	80221
DOID:14227	199857
DOID:986	29125
DOID:12365	283229
DOID:0050156	9149
DOID:10652	91369
DOID:219	5050
DOID:1612	85236
DOID:14330	5256
DOID:13223	51085
DOID:11612	83849
DOID:0050156	51291
DOID:12365	1514
DOID:0050156	126074
DOID:10652	64215
DOID:3083	79415
DOID:3083	84811
DOID:8778	23216
DOID:418	57862
DOID:2531	8774
DOID:332	159195
DOID:10763	3485
DOID:418	388115
DOID:9970	2246
DOID:5419	84342
DOID:14227	57574
DOID:0050156	1508
DOID:7148	3932
DOID:8577	4925
DOID:418	3949
DOID:7693	5343
DOID:1909	56886
DOID:10652	1054
DOID:8893	5684
DOID:263	21
DOID:263	1438
DOID:1324	79710
DOID:13223	2960
DOID:0050156	79971
DOID:7148	9124
DOID:14227	285195
DOID:13223	6570
DOID:0050742	9023
DOID:2531	6576
DOID:1612	5721
DOID:14227	9789
DOID:8893	479
DOID:1324	8000
DOID:1612	94056
DOID:9008	7517
DOID:3083	153769
DOID:8893	83666
DOID:1612	79733
DOID:12365	57708
DOID:219	27042
DOID:9008	7979
DOID:9970	285
DOID:824	274
DOID:7148	23586
DOID:824	84134
DOID:0050741	55687
DOID:1324	256987
DOID:986	10196
DOID:263	11067
DOID:986	7453
DOID:12365	337973
DOID:7148	1769
DOID:1324	25771
DOID:8577	25878
DOID:219	4758
DOID:219	23028
DOID:2986	23384
DOID:9008	30848
DOID:2531	7474
DOID:332	3400
DOID:13223	771
DOID:5419	57326
DOID:9008	7743
DOID:3083	9547
DOID:8577	2180
DOID:1324	26254
DOID:5419	6249
DOID:1909	59336
DOID:8893	10105
DOID:9008	5562
DOID:11612	54918
DOID:635	1117
DOID:219	3066
DOID:10652	84733
DOID:7148	400
DOID:2531	64761
DOID:1793	11113
DOID:1909	26003
DOID:8577	1052
DOID:5419	80000
DOID:0050742	64506
DOID:0050741	714
DOID:7148	131578
DOID:2531	4713
DOID:2531	4102
DOID:2986	5167
DOID:8577	25903
DOID:1612	7298
DOID:11612	7316
DOID:418	94240
DOID:5419	11188
DOID:1324	353324
DOID:8577	8754
DOID:8577	2151
DOID:2531	57589
DOID:1324	1834
DOID:2531	5465
DOID:8778	219285
DOID:1909	84168
DOID:9206	79833
DOID:8577	4688
DOID:1612	7818
DOID:263	121601
DOID:1612	29127
DOID:1612	6286
DOID:8778	9500
DOID:13223	9562
DOID:1612	401097
DOID:7148	441518
DOID:14227	151556
DOID:12365	51291
DOID:418	313
DOID:7693	646174
DOID:0050742	285533
DOID:2986	55957
DOID:13223	3207
DOID:13223	3452
DOID:13223	6396
DOID:332	7342
DOID:1793	27032
DOID:263	8317
DOID:3083	642273
DOID:7693	3577
DOID:1686	6210
DOID:0050741	6385
DOID:1324	9230
DOID:12365	85450
DOID:9206	9124
DOID:0050156	10231
DOID:986	5629
DOID:1909	1871
DOID:12365	3601
DOID:2531	60
DOID:219	5954
DOID:7148	5701
DOID:1909	7076
DOID:7693	199
DOID:13223	7038
DOID:7693	50515
DOID:986	6092
DOID:10652	80347
DOID:5419	5298
DOID:9970	57698
DOID:5419	5782
DOID:8577	7453
DOID:11612	23253
DOID:14227	84068
DOID:0050741	11282
DOID:11612	6291
DOID:418	8675
DOID:0050742	153562
DOID:7693	5158
DOID:1793	1301
DOID:7147	7940
DOID:635	7153
DOID:14227	79345
DOID:263	51363
DOID:14330	171017
DOID:0050742	9424
DOID:2986	80345
DOID:1324	649330
DOID:986	22862
DOID:10652	29097
DOID:0050742	3685
DOID:8893	991
DOID:8778	7056
DOID:12365	3301
DOID:8778	22918
DOID:418	148223
DOID:1793	10205
DOID:8893	129607
DOID:219	1477
DOID:0050742	9666
DOID:2394	2730
DOID:3083	11128
DOID:3393	29057
DOID:8893	23590
DOID:635	9997
DOID:8778	5724
DOID:1793	3675
DOID:14330	4289
DOID:10652	29028
DOID:635	4493
DOID:8893	2171
DOID:0050156	2048
DOID:2394	121441
DOID:11612	23526
DOID:986	134353
DOID:1793	317772
DOID:14227	23158
DOID:219	10166
DOID:0050742	23231
DOID:1793	636
DOID:5419	3340
DOID:14330	1911
DOID:9008	8539
DOID:9206	55024
DOID:7693	613212
DOID:14330	1028
DOID:3083	1538
DOID:1612	1033
DOID:1793	8754
DOID:8893	9019
DOID:0050741	137872
DOID:10652	284
DOID:263	11118
DOID:12365	146223
DOID:2531	10204
DOID:1612	118932
DOID:1793	334
DOID:9206	10618
DOID:7148	2965
DOID:5419	8875
DOID:1324	79176
DOID:11612	56659
DOID:11612	3913
DOID:1324	10848
DOID:219	79572
DOID:8893	9989
DOID:7147	146225
DOID:1793	301
DOID:9206	8795
DOID:2531	834
DOID:986	8819
DOID:3083	10938
DOID:635	51659
DOID:986	6846
DOID:2531	375
DOID:332	58517
DOID:1324	197257
DOID:1612	26608
DOID:1612	55605
DOID:0050741	85441
DOID:5419	7132
DOID:1793	2634
DOID:1612	1871
DOID:0050742	9692
DOID:14330	56886
DOID:986	160760
DOID:0050156	1200
DOID:14330	51593
DOID:2986	55703
DOID:1324	2780
DOID:14330	8476
DOID:2531	4163
DOID:7148	1493
DOID:2986	1536
DOID:986	4069
DOID:14330	53615
DOID:418	7037
DOID:8577	5954
DOID:10652	79611
DOID:14330	23451
DOID:9206	9682
DOID:418	60313
DOID:263	203522
DOID:0050742	2857
DOID:0050156	7070
DOID:14227	1519
DOID:8893	23657
DOID:0050742	4051
DOID:9206	8763
DOID:7693	9034
DOID:0050742	65985
DOID:1793	64129
DOID:0050156	66005
DOID:1909	1978
DOID:0050156	4688
DOID:8893	9246
DOID:9008	1353
DOID:8893	55858
DOID:5419	342908
DOID:9206	91782
DOID:9206	1894
DOID:5419	29082
DOID:332	25870
DOID:263	55843
DOID:3083	5613
DOID:263	72
DOID:418	51343
DOID:13223	2707
DOID:0050741	2878
DOID:14330	2321
DOID:7693	646862
DOID:3083	11144
DOID:418	55666
DOID:11612	79054
DOID:0050156	11015
DOID:1909	1029
DOID:418	3640
DOID:0050742	80055
DOID:14330	10749
DOID:10652	717
DOID:14330	10217
DOID:11612	94233
DOID:7148	6890
DOID:9008	57223
DOID:3083	91775
DOID:0050741	3456
DOID:14227	4921
DOID:418	55122
DOID:11612	8329
DOID:0050156	9201
DOID:263	963
DOID:9206	51474
DOID:0050156	1809
DOID:7693	84187
DOID:14330	55893
DOID:1793	2525
DOID:7147	222166
DOID:12365	79074
DOID:5419	51585
DOID:2986	7991
DOID:635	3429
DOID:9970	65059
DOID:9008	10240
DOID:1324	10474
DOID:0050156	3956
DOID:4481	400713
DOID:2986	967
DOID:8577	11254
DOID:635	3959
DOID:1793	5898
DOID:2986	55226
DOID:8577	57211
DOID:13223	3093
DOID:8577	1901
DOID:9970	55711
DOID:9206	6188
DOID:7148	28951
DOID:8577	7094
DOID:1909	6723
DOID:11612	26505
DOID:3083	3772
DOID:1793	1072
DOID:9206	3760
DOID:9008	84079
DOID:332	80209
DOID:8577	23643
DOID:1909	11221
DOID:2986	25778
DOID:8778	2921
DOID:1324	55507
DOID:1793	10484
DOID:7147	29108
DOID:10652	79603
DOID:1612	84262
DOID:8577	6676
DOID:13223	3066
DOID:0050742	339778
DOID:263	113146
DOID:13223	10917
DOID:7693	415117
DOID:2986	9500
DOID:418	387521
DOID:2986	2800
DOID:9970	4124
DOID:14330	115290
DOID:2986	24139
DOID:1612	79581
DOID:1324	8664
DOID:0050742	2235
DOID:418	11261
DOID:219	7804
DOID:1612	3627
DOID:635	840
DOID:219	57820
DOID:11612	26051
DOID:4481	81628
DOID:8893	57823
DOID:2986	55558
DOID:263	9938
DOID:0050742	3757
DOID:3083	90864
DOID:635	6373
DOID:13223	7054
DOID:9008	84333
DOID:14227	643904
DOID:219	79728
DOID:7148	4314
DOID:219	3735
DOID:14227	11034
DOID:263	962
DOID:2986	7741
DOID:1324	50813
DOID:9206	10085
DOID:1909	64782
DOID:3083	117289
DOID:219	5782
DOID:9206	3207
DOID:9008	6619
DOID:3083	353144
DOID:635	2109
DOID:12365	5214
DOID:219	3916
DOID:11612	9214
DOID:10652	580
DOID:2394	10472
DOID:9008	280636
DOID:7693	283659
DOID:0050156	283316
DOID:7148	3512
DOID:986	123775
DOID:11612	54457
DOID:14227	58505
DOID:332	10870
DOID:1612	128239
DOID:9008	200895
DOID:0050742	56997
DOID:7147	338339
DOID:8893	2935
DOID:1324	124402
DOID:8893	55789
DOID:12365	4791
DOID:0050156	345462
DOID:8577	7045
DOID:332	89978
DOID:1324	145942
DOID:12365	63916
DOID:13223	64377
DOID:0050742	873
DOID:9970	171024
DOID:986	90624
DOID:263	813
DOID:10652	257407
DOID:986	3858
DOID:8893	284366
DOID:7148	9060
DOID:1612	8914
DOID:7147	29093
DOID:0050741	5045
DOID:635	1033
DOID:418	54675
DOID:0050742	90355
DOID:5419	130355
DOID:9008	4013
DOID:3083	147929
DOID:2986	30851
DOID:3083	6920
DOID:8778	79888
DOID:14330	3685
DOID:1793	4541
DOID:14227	7711
DOID:9008	837
DOID:8778	116844
DOID:263	1439
DOID:14227	391059
DOID:13223	26576
DOID:11612	644538
DOID:418	10328
DOID:1612	8438
DOID:3083	1594
DOID:3083	245972
DOID:2986	25980
DOID:13223	79924
DOID:332	64805
DOID:5419	51014
DOID:8778	10268
DOID:8577	55076
DOID:12365	158056
DOID:14330	10902
DOID:0050742	51734
DOID:1793	890
DOID:1793	4486
DOID:13223	9601
DOID:0050156	7464
DOID:0050741	9762
DOID:1612	11065
DOID:8778	3091
DOID:11612	247
DOID:5419	79716
DOID:9206	9489
DOID:7148	1192
DOID:14330	6657
DOID:219	1164
DOID:2531	7264
DOID:1793	22906
DOID:9008	163131
DOID:9008	57147
DOID:14227	439921
DOID:0050742	23002
DOID:0050156	9833
DOID:1793	54575
DOID:7148	7940
DOID:10652	1266
DOID:9206	2633
DOID:1793	7127
DOID:2531	22943
DOID:219	8886
DOID:5419	64429
DOID:0050156	147920
DOID:9206	10788
DOID:986	54331
DOID:986	83595
DOID:9008	7581
DOID:7693	348180
DOID:12365	653275
DOID:263	684
DOID:10652	79658
DOID:986	80349
DOID:7693	642587
DOID:7693	240
DOID:9206	5550
DOID:7693	25759
DOID:8778	717
DOID:8577	6282
DOID:12365	64699
DOID:1909	28951
DOID:2986	64110
DOID:3083	440068
DOID:219	11015
DOID:11612	57830
DOID:2986	8605
DOID:7693	8761
DOID:418	23332
DOID:8893	56649
DOID:13223	60496
DOID:986	55893
DOID:8577	3669
DOID:8778	11119
DOID:2531	2104
DOID:263	9134
DOID:635	4200
DOID:635	647087
DOID:14227	80254
DOID:12365	57826
DOID:1909	54936
DOID:8577	4312
DOID:1793	7167
DOID:635	1992
DOID:1324	4185
DOID:0050742	51302
DOID:263	57102
DOID:11612	343035
DOID:635	836
DOID:1793	4061
DOID:0050741	1583
DOID:0050156	29992
DOID:12365	488
DOID:1612	3017
DOID:2986	537
DOID:0050156	3479
DOID:1793	2305
DOID:2531	408050
DOID:12365	4615
DOID:219	2118
DOID:14330	7994
DOID:9206	11046
DOID:9206	8842
DOID:5419	7091
DOID:2394	63925
DOID:9206	80012
DOID:9206	79589
DOID:0050742	23678
DOID:9206	2936
DOID:9008	164633
DOID:12365	79190
DOID:7693	400966
DOID:9008	64786
DOID:0050156	23650
DOID:986	55254
DOID:635	10437
DOID:7148	1622
DOID:3083	139628
DOID:14330	51230
DOID:635	9111
DOID:12365	10569
DOID:0050742	91782
DOID:1793	3866
DOID:12365	2214
DOID:1324	7348
DOID:1324	10816
DOID:11612	387601
DOID:418	375743
DOID:14227	254013
DOID:0050742	84900
DOID:986	64802
DOID:418	3313
DOID:10652	25
DOID:5419	1667
DOID:13223	11222
DOID:9744	84824
DOID:635	100
DOID:7147	4709
DOID:824	127
DOID:14227	25966
DOID:0050156	25824
DOID:0050742	11000
DOID:986	80167
DOID:14330	79834
DOID:8577	9926
DOID:263	1058
DOID:14330	8085
DOID:332	51379
DOID:332	10210
DOID:7693	201294
DOID:1324	7531
DOID:11612	414152
DOID:9008	29087
DOID:8778	5720
DOID:5419	3091
DOID:7148	79754
DOID:2531	5977
DOID:1793	60312
DOID:219	11224
DOID:263	8542
DOID:986	6375
DOID:1909	10644
DOID:1909	51029
DOID:7693	79786
DOID:1793	1719
DOID:986	1998
DOID:2531	4609
DOID:12365	3561
DOID:14330	10146
DOID:263	1454
DOID:8778	5175
DOID:10763	9153
DOID:3083	3423
DOID:8778	29780
DOID:13223	27123
DOID:14330	25897
DOID:14227	84726
DOID:2531	58472
DOID:14330	9659
DOID:1793	81
DOID:1909	6185
DOID:2531	8365
DOID:1909	3687
DOID:824	125206
DOID:418	51128
DOID:986	57185
DOID:1686	51121
DOID:1793	8942
DOID:3083	2184
DOID:8577	3084
DOID:14227	55744
DOID:8778	3764
DOID:986	5868
DOID:8893	2643
DOID:14227	7136
DOID:14330	387680
DOID:1324	5878
DOID:0050742	2947
DOID:8577	1291
DOID:10652	1824
DOID:332	149628
DOID:14330	79726
DOID:0050741	9620
DOID:0050156	822
DOID:2986	9761
DOID:3083	10695
DOID:332	2533
DOID:1793	1510
DOID:8778	56109
DOID:1612	23094
DOID:14330	90410
DOID:1324	527
DOID:986	1230
DOID:1793	2530
DOID:2531	26263
DOID:2531	22906
DOID:7693	7006
DOID:1324	201501
DOID:7148	51465
DOID:10652	22985
DOID:2986	55746
DOID:8778	3383
DOID:1612	56886
DOID:8893	1117
DOID:1324	744
DOID:2531	27295
DOID:14330	1488
DOID:1324	8819
DOID:7148	7421
DOID:10652	80162
DOID:7148	397
DOID:12365	58489
DOID:3393	283373
DOID:7148	729230
DOID:1793	5230
DOID:9970	10437
DOID:1909	8878
DOID:14330	604
DOID:2531	55108
DOID:418	56980
DOID:986	85865
DOID:14227	116151
DOID:1324	3859
DOID:263	3627
DOID:14330	1200
DOID:986	50999
DOID:1612	4001
DOID:7693	399
DOID:2531	1398
DOID:3083	7941
DOID:10652	5243
DOID:219	1849
DOID:9206	9648
DOID:263	257106
DOID:3083	54658
DOID:8893	9517
DOID:8893	10855
DOID:11612	10767
DOID:219	1051
DOID:7693	474170
DOID:8893	2525
DOID:0050741	9311
DOID:3083	11149
DOID:7148	3429
DOID:9008	54906
DOID:14227	7092
DOID:986	9728
DOID:418	56929
DOID:13223	6540
DOID:14330	7043
DOID:9008	8515
DOID:9206	5357
DOID:418	8819
DOID:1324	8636
DOID:2394	4125
DOID:13223	80339
DOID:1324	64763
DOID:1612	729533
DOID:9008	222236
DOID:11612	284570
DOID:635	10733
DOID:8577	4071
DOID:1324	84292
DOID:1793	1469
DOID:1909	56658
DOID:0050742	57402
DOID:8778	23452
DOID:219	9518
DOID:9206	3875
DOID:332	164045
DOID:2986	2022
DOID:7148	11262
DOID:635	4939
DOID:0050156	2896
DOID:0050156	3680
DOID:635	713
DOID:1909	3576
DOID:3083	79607
DOID:2531	7422
DOID:2531	686
DOID:7148	2213
DOID:418	6041
DOID:2531	7040
DOID:9206	2673
DOID:8893	144568
DOID:418	79157
DOID:824	51593
DOID:635	7443
DOID:12365	221833
DOID:8577	27351
DOID:8893	4057
DOID:9206	5018
DOID:3083	152831
DOID:8893	1182
DOID:13223	57511
DOID:9206	9554
DOID:0050156	2923
DOID:0050156	3055
DOID:1324	27153
DOID:14330	55540
DOID:635	10561
DOID:0050741	29057
DOID:7693	4973
DOID:10652	10840
DOID:1612	8706
DOID:12365	51528
DOID:7693	3576
DOID:332	26974
DOID:5419	23293
DOID:10763	5521
DOID:7147	84628
DOID:1793	8612
DOID:14330	339105
DOID:1793	29089
DOID:10652	2186
DOID:332	440097
DOID:8778	1727
DOID:1612	80010
DOID:7147	1349
DOID:8577	7052
DOID:7148	57419
DOID:5419	55968
DOID:11612	51144
DOID:12365	1509
DOID:13223	2696
DOID:8778	2017
DOID:13223	22795
DOID:8893	8111
DOID:12365	403239
DOID:0050156	527
DOID:8577	8767
DOID:14227	3910
DOID:3083	55187
DOID:1324	1369
DOID:10763	56924
DOID:10283	5887
DOID:9206	57535
DOID:418	1352
DOID:14227	26281
DOID:7693	6348
DOID:332	4147
DOID:1793	55281
DOID:635	2305
DOID:3393	145788
DOID:263	10124
DOID:1793	3120
DOID:8893	64332
DOID:9206	26136
DOID:1324	5024
DOID:9206	28972
DOID:9008	7786
DOID:3083	135228
DOID:12365	338442
DOID:986	2035
DOID:7148	5965
DOID:8893	961
DOID:986	84992
DOID:1324	7021
DOID:986	401152
DOID:0050741	8227
DOID:418	2877
DOID:10283	23585
DOID:1793	3918
DOID:219	8664
DOID:9008	142679
DOID:9008	283357
DOID:0050742	5327
DOID:10652	64123
DOID:2531	55101
DOID:5419	54464
DOID:12365	8825
DOID:418	55269
DOID:10763	10817
DOID:9970	3078
DOID:1909	56993
DOID:2531	347240
DOID:3083	5743
DOID:2986	23499
DOID:12365	3985
DOID:5419	56900
DOID:3083	6707
DOID:2531	1798
DOID:7148	51442
DOID:10652	686
DOID:1612	64151
DOID:11612	219432
DOID:0050742	1366
DOID:1909	79833
DOID:3083	7140
DOID:14227	339487
DOID:219	9184
DOID:7148	3601
DOID:9206	2317
DOID:0050156	11165
DOID:2531	151011
DOID:635	7283
DOID:1909	6238
DOID:0050742	51126
DOID:12365	2633
DOID:0050156	7136
DOID:9206	9950
DOID:418	51714
DOID:7147	83640
DOID:14330	2636
DOID:0050156	64240
DOID:635	5521
DOID:7693	3936
DOID:14330	5930
DOID:219	29080
DOID:5419	80772
DOID:986	1536
DOID:14330	23210
DOID:635	9567
DOID:1793	55107
DOID:14330	7638
DOID:14227	427
DOID:7693	338620
DOID:263	23527
DOID:0050741	83716
DOID:2986	9636
DOID:5419	51592
DOID:1612	1303
DOID:8778	7171
DOID:1324	5576
DOID:3083	57169
DOID:1324	1825
DOID:0050156	6357
DOID:1324	148014
DOID:418	201595
DOID:8577	29927
DOID:10283	1337
DOID:986	56946
DOID:14227	6643
DOID:11612	27327
DOID:986	343450
DOID:8778	6282
DOID:418	9266
DOID:5419	103910
DOID:8778	2752
DOID:263	19
DOID:1909	5230
DOID:11612	6578
DOID:1324	84926
DOID:332	3655
DOID:635	4173
DOID:263	230
DOID:14227	220979
DOID:13223	5651
DOID:7693	1768
DOID:11612	3875
DOID:635	3601
DOID:263	1359
DOID:10283	4331
DOID:11612	118490
DOID:9206	1080
DOID:1612	9055
DOID:14330	285
DOID:3083	51092
DOID:1324	143888
DOID:10652	607
DOID:12365	6303
DOID:2986	6904
DOID:1612	65993
DOID:2531	22987
DOID:10283	11079
DOID:11612	415
DOID:7693	1265
DOID:14330	3018
DOID:14227	139065
DOID:9008	55180
DOID:10652	1820
DOID:332	132160
DOID:8778	8349
DOID:7148	9118
DOID:986	151525
DOID:635	5698
DOID:0050742	1837
DOID:9008	90423
DOID:12365	112950
DOID:635	4520
DOID:8893	4288
DOID:5419	10922
DOID:7148	915
DOID:13223	65985
DOID:12365	136319
DOID:8577	6356
DOID:1324	5949
DOID:3083	78988
DOID:8778	145264
DOID:8577	2022
