:START_ID(Compound)	:END_ID(Gene)
DB00188	7158
DB00877	26020
DB00960	51441
DB00602	211
DB06287	23038
DB00434	23212
DB08901	56886
DB06287	10635
DB00989	2263
DB00850	1717
DB04843	1958
DB02546	54499
DB06803	1198
DB00570	8061
DB01103	54681
DB00995	1396
DB08881	51315
DB00878	6301
DB00170	4609
DB00679	11031
DB01106	3223
DB00694	51616
DB00441	9289
DB00249	2042
DB00392	6307
DB00857	9567
DB09020	23036
DB00877	64427
DB01211	9016
DB00643	10180
DB00783	6723
DB08865	5611
DB00993	63874
DB01179	10096
DB01211	4208
DB00445	8678
DB01204	6781
DB00755	6347
DB01103	9885
DB01234	23051
DB00398	10466
DB00305	29960
DB08912	11147
DB00928	1846
DB00630	1759
DB00903	8878
DB00441	2769
DB00657	5627
DB01406	64061
DB00997	79901
DB00390	54442
DB00643	10019
DB00441	8722
DB00220	6509
DB01034	2058
DB08865	9587
DB06287	4669
DB06287	23383
DB08881	57820
DB00543	6307
DB00877	29997
DB08877	2000
DB01273	3815
DB01234	23401
DB04865	9592
DB00624	25976
DB01103	54438
DB01024	6990
DB08912	1054
DB02546	2353
DB00540	4047
DB00877	83463
DB08912	1066
DB00679	4783
DB01074	4780
DB00523	1066
DB01229	10298
DB01034	10782
DB00390	55031
DB01103	103910
DB01024	7319
DB00857	8851
DB08916	11147
DB00641	91289
DB00995	10892
DB00441	8726
DB04842	1718
DB01273	5777
DB00317	727
DB00947	3157
DB00402	5359
DB01177	4043
DB00481	9961
DB00305	7286
DB01120	10513
DB08860	79056
DB00374	994
DB00527	8800
DB00227	10493
DB00539	1891
DB01100	3949
DB00394	12
DB01008	79713
DB00317	1021
DB01103	64080
DB08916	51385
DB01273	8440
DB00755	868
DB00928	5927
DB08865	4118
DB00188	3310
DB00947	115817
DB01254	57406
DB00995	9143
DB01396	55454
DB04865	10482
DB00694	79187
DB00398	55596
DB01077	7494
DB00570	1318
DB00091	2286
DB00903	3162
DB00762	24144
DB00443	4783
DB01030	29928
DB00223	54541
DB00441	481
DB00997	51439
DB00229	4482
DB01204	23368
DB06616	10695
DB01243	8878
DB00443	8837
DB00588	5829
DB00317	115
DB00878	4783
DB08881	672
DB01103	7917
DB00481	57048
DB00539	51005
DB01234	3185
DB00928	56652
DB01590	3422
DB00188	468
DB04865	1859
DB01177	10444
DB00390	902
DB00694	5257
DB01177	28971
DB00679	3949
DB00987	57763
DB08881	23131
DB00159	25803
DB00973	10797
DB00523	5468
DB01254	8804
DB01623	11182
DB00928	23387
DB00947	3476
DB00206	3108
DB00947	11152
DB00530	4780
DB00694	6015
DB00762	3931
DB00441	1786
DB00877	7538
DB01100	3162
DB00623	230
DB01224	5997
DB00390	3726
DB00734	29978
DB00091	54442
DB08866	10782
DB00441	57402
DB00398	8881
DB02546	4783
DB00360	6304
DB06804	440
DB00443	3385
DB00553	5290
DB00523	3280
DB00367	5238
DB01092	9267
DB00465	7538
DB01222	25976
DB00530	5588
DB01179	389
DB00324	1052
DB00846	4783
DB00374	9913
DB00694	54739
DB04842	2222
DB00374	54838
DB00091	55204
DB00443	10954
DB01074	1022
DB00508	11182
DB00444	10898
DB00443	23659
DB01254	178
DB00834	7099
DB01623	230
DB00374	694
DB00570	8985
DB00412	23378
DB00928	5271
DB00205	5777
DB00443	3185
DB01590	64061
DB00783	58477
DB00993	23212
DB08865	9968
DB00443	8799
DB00467	55008
DB01074	8731
DB00317	4482
DB00445	79170
DB00585	3454
DB01421	23530
DB00481	57698
DB00518	200081
DB00756	10973
DB00444	582
DB08916	868
DB00180	6603
DB00390	7189
DB00441	80271
DB00854	6304
DB08866	1475
DB00091	1509
DB00641	823
DB01222	1052
DB00322	3162
DB02546	23070
DB04573	7099
DB04842	3156
DB00305	23378
DB00296	5588
DB06803	4864
DB00188	2959
DB00188	10598
DB00261	9641
DB01204	1389
DB08881	1491
DB00623	4864
DB06803	26511
DB00170	7538
DB00570	30850
DB01201	9709
DB00162	9903
DB00361	23258
DB01396	23378
DB04573	10695
DB01103	11188
DB01180	2222
DB00481	55227
DB00553	23200
DB00170	5997
DB08860	4597
DB06803	3280
DB01229	2920
DB00420	54541
DB04865	7507
DB00443	5236
DB00390	11011
DB01074	55818
DB01243	30001
DB00374	5604
DB00091	8444
DB08865	10014
DB00305	91966
DB01261	7103
DB08865	10493
DB00261	3508
DB04865	9738
DB01590	11072
DB08865	11337
DB00445	1200
DB00170	8609
DB00305	10482
DB00190	5058
DB01095	901
DB01156	3815
DB00836	63874
DB00896	51422
DB01254	23335
DB00570	148022
DB00211	55033
DB01008	4851
DB00947	6655
DB00882	4864
DB00434	10953
DB00443	1340
DB00132	8569
DB04865	80745
DB00970	3551
DB01092	1301
DB00445	4776
DB01177	6850
DB00970	178
DB00390	55269
DB06589	6390
DB01034	79663
DB01179	1316
DB00443	4118
DB06803	23645
DB00738	11230
DB01254	79735
DB01024	3965
DB00570	23645
DB00130	4016
DB00982	7128
DB02546	1337
DB01590	54442
DB00481	64080
DB00641	23383
DB02546	5423
DB01013	55179
DB01254	8878
DB01179	6251
DB00602	6897
DB00296	29890
DB00570	29954
DB01229	8345
DB00445	4668
DB00441	6324
DB08881	2920
DB00679	64061
DB08881	7494
DB00170	5950
DB06150	23530
DB00968	3339
DB01074	23429
DB01030	4846
DB00300	9670
DB00523	55092
DB00758	701
DB00694	55008
DB08860	10123
DB01024	22889
DB06589	12
DB02546	3995
DB00928	5884
DB01092	2069
DB00390	1026
DB00997	6657
DB01623	6713
DB00227	994
DB00170	3303
DB00631	1839
DB00762	27113
DB00443	8660
DB00870	10551
DB01104	3162
DB00570	3163
DB08912	1797
DB06589	5427
DB08860	8349
DB00997	25844
DB00943	729238
DB01100	4597
DB00968	79600
DB08912	323
DB00550	23131
DB00206	10043
DB01254	29997
DB00390	58155
DB00831	3156
DB00367	57827
DB01095	3553
DB01396	10765
DB01188	10904
DB09020	7702
DB00091	7358
DB00783	81873
DB00857	154
DB00451	9797
DB00831	2224
DB00361	4097
DB01179	7376
DB01165	6402
DB08916	10367
DB01254	5255
DB04573	23061
DB08974	2274
DB00846	4023
DB01406	9455
DB00229	6402
DB00170	30836
DB00170	10982
DB04865	8315
DB00846	25976
DB00180	54541
DB08860	5331
DB00997	6284
DB00091	26036
DB00679	7133
DB00643	3628
DB00982	8935
DB01034	1647
DB08912	56654
DB04865	54442
DB00444	10950
DB01026	3422
DB04786	23536
DB01054	57192
DB06151	29978
DB00206	230
DB00367	11197
DB00361	3300
DB00305	8859
DB00332	55011
DB01030	8514
DB00441	2810
DB00227	901
DB08865	9903
DB00688	80212
DB01590	836
DB00787	5613
DB00783	55033
DB00331	9641
DB01177	79170
DB00380	4850
DB00415	7074
DB00843	29103
DB00223	5580
DB01406	5238
DB00541	2920
DB00394	1831
DB01034	9903
DB00822	3576
DB00641	6817
DB01177	727
DB01065	11261
DB01044	6347
DB00869	10551
DB00481	10270
DB00855	9267
DB00679	10318
DB00623	4047
DB01092	8444
DB00170	2355
DB01177	10347
DB00091	23753
DB00398	9236
DB01188	2026
DB01092	9851
DB01590	8444
DB00947	8672
DB08881	1831
DB00539	80212
DB01396	1021
DB00374	51646
DB00807	57192
DB01103	5033
DB04865	8553
DB00882	1718
DB00923	9275
DB01234	6304
DB01239	3551
DB00242	4783
DB00643	1845
DB00694	1161
DB04865	4331
DB00477	4597
DB00997	291
DB08911	30
DB00432	481
DB00374	57515
DB00877	79187
DB00877	843
DB08912	7923
DB01234	427
DB00755	220
DB00773	10610
DB00997	4851
DB00441	55793
DB00997	5261
DB08604	868
DB00444	3105
DB00947	26140
DB00456	2690
DB00694	629
DB00374	10610
DB01590	23252
DB01024	4125
DB01396	54454
DB00997	2523
DB05266	79090
DB00643	7407
DB01254	10320
DB00523	3553
DB04786	8243
DB06803	2804
DB02546	10589
DB00928	468
DB08911	7466
DB08865	4791
DB00481	6016
DB01273	3385
DB00550	5743
DB00756	1978
DB02546	9648
DB00374	123803
DB00688	9710
DB00374	3832
DB00679	4792
DB00445	6015
DB08881	64080
DB01254	5588
DB01200	3162
DB08865	3383
DB01024	3628
DB00694	1759
DB01044	891
DB00481	102
DB00443	28955
DB08901	9709
DB01013	1831
DB01095	1509
DB00959	23635
DB00970	25809
DB00272	843
DB01234	1475
DB00446	5588
DB00481	64400
DB01396	54881
DB01179	55700
DB01034	375449
DB01074	64061
DB01211	6909
DB00694	79587
DB00773	6890
DB01100	4925
DB00643	5836
DB00091	9988
DB00846	4582
DB09020	9798
DB01034	3303
DB08911	79947
DB00132	58497
DB01156	2852
DB01103	5930
DB00963	1662
DB00518	84079
DB00374	5986
DB01092	23210
DB00947	10013
DB09020	4794
DB00390	329
DB04865	11072
DB00836	3638
DB00715	6721
DB00903	1514
DB00507	8565
DB06616	1026
DB06803	6364
DB01204	5566
DB06287	7917
DB00694	4126
DB01204	8503
DB00390	22823
DB00783	6509
DB00755	976
DB00679	1311
DB01030	5613
DB01103	11176
DB01177	780
DB01188	10765
DB00441	64428
DB00968	4775
DB01014	5058
DB00444	3553
DB01177	23474
DB00768	843
DB08911	2548
DB00220	9709
DB01041	4023
DB00444	64746
DB01119	9053
DB00530	84722
DB00970	7016
DB00783	54442
DB01034	26973
DB06803	5909
DB01030	5058
DB00444	80700
DB00305	55367
DB01030	26233
DB00443	835
DB00227	3725
DB00787	2769
DB00857	57664
DB01394	57192
DB01030	9677
DB00444	23612
DB01092	10782
DB00882	27346
DB00679	8076
DB01034	4189
DB00445	3107
DB06287	23129
DB00643	1268
DB08881	4783
DB00928	5997
DB00441	5467
DB01024	11277
DB00715	6301
DB00223	3240
DB00934	6309
DB00900	23635
DB01590	5366
DB00631	5997
DB01179	10272
DB00758	9918
DB01246	3422
DB00361	7791
DB08865	4792
DB01047	54541
DB00970	8720
DB00822	1847
DB00997	57523
DB09020	23253
DB06287	7077
DB00518	5054
DB01104	79090
DB06589	8480
DB00997	6891
DB08877	23063
DB08901	1831
DB00270	9903
DB01234	51170
DB01013	4792
DB01234	1318
DB00857	9185
DB00970	23190
DB00445	4924
DB00481	26959
DB00649	4118
DB00694	55601
DB00391	55107
DB00762	25807
DB00947	11337
DB06804	3376
DB00443	51466
DB08877	56652
DB06616	6721
DB00834	1891
DB08901	79090
DB08916	5627
DB00925	80212
DB00877	27250
DB00643	79947
DB01095	8349
DB02546	3156
DB00717	51026
DB01024	1514
DB00694	51652
DB08916	63874
DB00374	2109
DB00394	4792
DB02546	1979
DB00741	4792
DB02546	10005
DB00660	1475
DB09020	5796
DB00220	1649
DB01030	2261
DB00947	54681
DB01396	55802
DB01394	84617
DB01396	64328
DB00170	9792
DB00715	39
DB00679	64423
DB04573	10641
DB01030	1052
DB00445	23120
DB01590	5777
DB00539	102
DB00679	9467
DB01177	5588
DB01044	5058
DB00649	56924
DB00242	23612
DB00694	10347
DB08912	9709
DB01204	34
DB01179	26031
DB00444	4123
DB00810	5986
DB08912	3985
DB00305	114034
DB00627	55008
DB00170	705
DB00890	1870
DB00481	8646
DB01034	26959
DB01204	54739
DB01188	8731
DB00715	3156
DB08916	10451
DB09020	64285
DB00947	207
DB01024	6304
DB01396	467
DB00947	823
DB01273	6324
DB04868	54541
DB01074	8349
DB00854	4312
DB01254	4582
DB00374	11345
DB04865	10153
DB01254	10723
DB00444	6392
DB01273	317
DB00353	9653
DB00540	3638
DB06287	55856
DB01158	79090
DB00947	1001
DB00227	8349
DB00541	51083
DB00643	3678
DB00982	5920
DB00679	2872
DB01118	2222
DB00822	5927
DB01234	8985
DB01222	10318
DB01162	10057
DB00188	2523
DB00968	11264
DB00679	57804
DB04865	23210
DB01074	9851
DB00947	9552
DB00928	9143
DB04865	3726
DB01030	2824
DB00675	50865
DB01211	23224
DB00995	54504
DB00857	5777
DB01188	1956
DB08912	4638
DB00688	873
DB00398	2887
DB00381	4864
DB00982	220
DB00541	22839
DB02546	23625
DB00788	55793
DB00445	7917
DB08916	6520
DB00970	8349
DB01177	3134
DB00959	51422
DB00755	79071
DB00188	2920
DB00444	2232
DB00541	4627
DB00996	729238
DB08901	55930
DB00162	5909
DB00970	51616
DB01074	8767
DB01062	26001
DB00882	6307
DB08912	9672
DB00481	10903
DB02187	6676
DB00997	1954
DB00570	7262
DB00472	4118
DB00456	9143
DB00398	54431
DB00518	23395
DB00481	1471
DB00423	23378
DB04573	29103
DB01179	6443
DB01243	665
DB00733	9903
DB00523	5909
DB01273	80013
DB06287	124565
DB04573	7165
DB00390	1399
DB01127	1831
DB08860	3303
DB00481	5571
DB08865	392
DB00694	4638
DB00641	1846
DB04865	8345
DB00997	4312
DB01396	3157
DB01034	3475
DB00866	79090
DB00675	23530
DB00390	10765
DB00390	1052
DB02546	7430
DB00441	10681
DB00647	7494
DB00694	2987
DB01008	10559
DB00934	2224
DB02546	23659
DB00492	9143
DB06803	2887
DB09020	57515
DB00324	5580
DB00288	5580
DB09020	663
DB01030	5654
DB01590	2222
DB00227	6804
DB00180	4609
DB00367	4794
DB01177	10893
DB00831	5357
DB08911	51635
DB01396	54700
DB00296	8869
DB02546	6195
DB08604	3162
DB00121	55793
DB01083	3949
DB01103	79670
DB01177	5721
DB00170	8321
DB01396	5715
DB01034	9798
DB01243	54498
DB08865	25
DB01034	51567
DB00934	1026
DB00679	4047
DB00305	5526
DB01234	1955
DB00641	6810
DB00877	11020
DB00758	57406
DB00968	64167
DB00398	5971
DB00398	79947
DB00374	896
DB08860	51257
DB04865	905
DB00445	10385
DB00188	27000
DB01024	1026
DB00317	178
DB08881	23408
DB02546	63916
DB00641	8349
DB00987	51226
DB00445	80208
DB00970	1519
DB08881	5831
DB01118	50814
DB01030	7128
DB02546	3482
DB01396	91355
DB06589	9275
DB00641	26020
DB00443	6590
DB01204	6657
DB00374	2185
DB00441	84159
DB00762	23654
DB00694	10385
DB01030	822
DB00374	9961
DB00882	3988
DB00679	9415
DB01074	5743
DB01273	9797
DB00374	51170
DB01044	637
DB00995	5359
DB00679	27346
DB00412	9221
DB06803	55608
DB00997	5788
DB00175	64167
DB00330	9903
DB01254	23097
DB01030	23526
DB01254	53343
DB00445	6845
DB00132	4482
DB00445	5788
DB01273	200576
DB00481	9637
DB00188	23276
DB00525	1301
DB00170	23082
DB06287	1604
DB00508	4864
DB00390	80204
DB00570	4131
DB01179	8349
DB00762	11152
DB00390	905
DB01092	1786
DB08877	10127
DB06287	6919
DB01394	5909
DB06287	4601
DB00188	30836
DB00441	3300
DB01254	7439
DB01095	7494
DB00877	64077
DB01044	375346
DB00959	10057
DB00170	22839
DB01396	3491
DB01590	3665
DB01254	7376
DB00091	468
DB08911	23670
DB01243	63874
DB00570	4140
DB00928	5366
DB01092	2551
DB01273	9077
DB06803	11152
DB08911	23475
DB00441	23650
DB01179	2069
DB00947	3797
DB01034	57761
DB01222	54541
DB08877	5743
DB04573	10270
DB01406	1318
DB00444	1643
DB08604	26036
DB00762	1847
DB00970	2817
DB01590	8202
DB06287	23588
DB00867	652
DB00970	4128
DB00928	23476
DB00441	5836
DB08865	11011
DB00445	10818
DB01149	12
DB00834	1021
DB01103	55108
DB00444	64782
DB06287	175
DB01243	2617
DB01234	5166
DB01024	9540
DB00987	5366
DB00679	3775
DB01074	23360
DB04865	2146
DB00679	11152
DB00540	3949
DB00637	11182
DB06803	7494
DB01030	55008
DB00451	10695
DB00374	8870
DB01034	6908
DB00641	10039
DB00390	3638
DB00585	23335
DB00947	665
DB00170	9314
DB01104	3157
DB00643	58533
DB01074	1649
DB01013	5187
DB00810	7852
DB08866	23161
DB00773	57763
DB00947	55958
DB00822	2920
DB01024	79629
DB01396	10772
DB00694	178
DB06718	4791
DB01188	54541
DB08916	5025
DB09020	7750
DB00730	4850
DB00959	4792
DB01590	3383
DB00091	79586
DB01100	6721
DB01590	3162
DB00445	6727
DB00384	5743
DB00928	6509
DB00481	11284
DB00390	5187
DB01204	1459
DB01074	63874
DB00443	23299
DB00836	1718
DB00758	4998
DB01420	9695
DB01396	9533
DB00643	51001
DB00481	9749
DB00180	5997
DB00398	4677
DB01273	3108
DB00361	126321
DB00758	843
DB01254	842
DB01590	3006
DB02546	818
DB06710	55604
DB00679	533
DB00188	9325
DB01179	57142
DB00970	10681
DB00441	171586
DB00188	6908
DB01092	7994
DB02546	26229
DB01177	5654
DB01092	55596
DB09020	58155
DB00224	4072
DB01100	3422
DB08881	5723
DB01179	5366
DB08865	7077
DB01103	9738
DB01030	2185
DB00883	2690
DB01204	4701
DB08912	9246
DB01024	6774
DB01041	65123
DB01100	6307
DB01590	5331
DB00451	6812
DB00928	7296
DB00882	4597
DB02546	54785
DB00523	3964
DB01396	91746
DB00877	1396
DB01273	3122
DB00987	23670
DB00170	2353
DB00570	2150
DB06147	9488
DB00445	1176
DB00694	51257
DB00170	1066
DB04786	5996
DB06287	79600
DB01590	51005
DB00857	5836
DB00655	1021
DB00917	178
DB00943	10730
DB00426	1301
DB01103	467
DB00091	7157
DB00755	5641
DB01179	23216
DB00481	481
DB01177	5824
DB00968	2264
DB00626	12
DB00928	7453
DB00444	64135
DB00188	2617
DB00390	25948
DB00585	64428
DB00220	5831
DB00443	7048
DB00877	4925
DB01074	3727
DB00305	2947
DB01104	6696
DB00445	10919
DB01016	10962
DB00755	3659
DB01421	29978
DB01273	5743
DB01234	10628
DB00220	9181
DB06711	6278
DB00188	1831
DB01092	23135
DB00783	389898
DB00694	2790
DB00390	10285
DB00481	11161
DB08881	8900
DB00982	5720
DB01024	27244
DB01083	4864
DB00398	11179
DB01024	64393
DB01130	79170
DB00788	10451
DB01092	26043
DB01200	5058
DB00876	2852
DB00570	1845
DB00637	6307
DB00694	10398
DB00755	624
DB00482	8869
DB00661	10551
DB01246	11182
DB01229	22883
DB08912	6919
DB00968	79058
DB00997	6450
DB00762	10285
DB08916	25901
DB01590	23099
DB00762	898
DB00679	1718
DB00694	7043
DB00947	9961
DB00441	3861
DB00373	54442
DB04868	2770
DB00846	2180
DB00877	9851
DB08860	80212
DB01103	79090
DB01204	175
DB08881	221443
DB01204	3784
DB00679	10150
DB01008	79090
DB01074	9709
DB01254	55080
DB00518	80758
DB00822	7286
DB00733	64167
DB01325	8835
DB00404	6812
DB00530	1676
DB01172	2048
DB01261	9833
DB01229	10954
DB00518	7187
DB01273	84890
DB06803	868
DB00990	2878
DB04868	1052
DB01177	467
DB01179	3930
DB01024	283537
DB09020	2669
DB00170	1475
DB01074	51271
DB00361	4047
DB09020	9698
DB08866	11073
DB00903	1026
DB00188	79753
DB08912	2548
DB00443	23401
DB00367	3162
DB00321	3638
DB00712	4200
DB00694	1291
DB00344	7850
DB01024	10221
DB00188	5660
DB00444	23654
DB01176	79090
DB00570	9266
DB00864	8900
DB00641	80256
DB00242	4125
DB00305	7016
DB00947	23135
DB01034	29919
DB00787	55893
DB00928	79872
DB00647	55008
DB01254	51439
DB00641	4312
DB01024	23522
DB06589	11200
DB08974	25966
DB00694	8754
DB01188	10318
DB00390	7994
DB00441	23335
DB01024	10206
DB06803	3628
DB00444	4016
DB00947	55742
DB00091	1647
DB01188	11197
DB00188	79706
DB00091	9451
DB08860	6275
DB00602	8565
DB00445	55081
DB00091	51026
DB01034	8544
DB00091	3988
DB00877	51093
DB00444	2962
DB00481	1543
DB00928	7538
DB00523	5920
DB01092	4864
DB00305	27244
DB00850	4597
DB06803	7030
DB00970	1293
DB00361	9267
DB00091	7494
DB00261	6347
DB08860	81544
DB01590	4113
DB01234	28955
DB00694	23556
DB00170	3589
DB00444	26020
DB08912	3597
DB08911	22820
DB04573	6461
DB00877	57326
DB00928	60673
DB01030	7852
DB06803	8767
DB00982	868
DB01034	10797
DB00367	6199
DB00970	5058
DB01092	4616
DB00882	5264
DB00467	7494
DB00947	25805
DB00444	6347
DB00530	79170
DB08916	10957
DB00570	1839
DB01177	8933
DB01030	79844
DB00692	58472
DB00995	1958
DB06287	9665
DB01618	6988
DB00635	23224
DB00726	10682
DB06803	23764
DB08912	6676
DB02546	8503
DB00641	10379
DB00305	55602
DB06803	29968
DB01024	6385
DB00877	60509
DB00305	5708
DB08911	6817
DB08881	8804
DB00570	3678
DB00188	1026
DB08912	79094
DB01030	4179
DB01204	291
DB08912	29984
DB08911	65123
DB00162	79718
DB00783	7074
DB00481	4597
DB06287	1066
DB00091	66008
DB00444	4303
DB01273	2246
DB00570	6509
DB00624	54432
DB00398	4141
DB00726	54541
DB09020	64844
DB00623	47
DB00717	4303
DB00641	57804
DB00091	55741
DB00570	7378
DB00717	10254
DB00507	10797
DB01013	51385
DB01030	467
DB01243	5366
DB00091	23647
DB00206	3162
DB00810	29763
DB08912	440
DB01406	55500
DB08604	2887
DB00758	2263
DB00694	6337
DB00481	1891
DB00857	9764
DB06589	51031
DB00947	5480
DB00836	6319
DB00620	51422
DB01396	8780
DB08912	6015
DB00398	5106
DB08865	5927
DB01092	23476
DB08866	701
DB00518	29115
DB00631	5743
DB01074	54541
DB00631	1969
DB09020	29919
DB00793	4783
DB00987	29893
DB00446	9246
DB04865	11186
DB01098	994
DB08911	54587
DB00755	1066
DB06803	10150
DB00291	2582
DB00188	29919
DB01103	79366
DB00588	25976
DB01177	4482
DB01177	5467
DB04865	7750
DB00374	58190
DB01034	23097
DB01229	5588
DB06287	6451
DB00223	2289
DB00997	629
DB06287	79735
DB00740	6850
DB08865	10221
DB00480	23378
DB00857	6616
DB00170	54541
DB02546	5566
DB00613	7099
DB00679	11098
DB04865	5187
DB00602	467
DB00982	3659
DB00997	7070
DB00220	2058
DB01030	7538
DB00481	51652
DB00477	3949
DB00585	3853
DB00132	6804
DB00381	51171
DB00481	7105
DB00291	3628
DB04868	2908
DB00787	5950
DB00398	6782
DB00367	9197
DB00361	5971
DB00643	5708
DB00444	10482
DB00997	843
DB01234	10272
DB01092	3491
DB00641	6988
DB00679	81631
DB01177	55081
DB00305	898
DB01024	175
DB00960	3223
DB01590	842
DB00630	3508
DB00391	3508
DB00831	39
DB01180	39
DB00694	6251
DB00903	7296
DB08916	9903
DB08912	10278
DB00738	23338
DB08860	8273
DB00822	5611
DB00509	4690
DB00444	4791
DB00445	7134
DB09020	81631
DB00288	6603
DB00679	55957
DB01092	9821
DB01254	8800
DB06698	57048
DB00712	729238
DB01396	10845
DB01008	727
DB01039	9053
DB00523	2309
DB01030	5734
DB00938	50814
DB01406	51742
DB00443	9531
DB01034	7296
DB00547	23635
DB01590	664
DB01273	7982
DB00637	3815
DB01179	558
DB00643	8565
DB00613	5547
DB04865	9924
DB08604	54541
DB00443	10581
DB00755	54438
DB00180	1026
DB00401	7494
DB00541	57787
DB00987	1643
DB00412	6793
DB00679	4312
DB00530	868
DB00305	3106
DB01104	2222
DB01407	29978
DB01034	5289
DB00997	4043
DB00445	629
DB00444	26152
DB01590	22878
DB01205	12
DB00154	5829
DB01030	8349
DB01092	29928
DB00715	51385
DB01034	4780
DB08911	7088
DB00810	6832
DB00679	25825
DB01095	9143
DB01179	2887
DB01140	2690
DB00600	12
DB00508	2896
DB00193	6616
DB00443	10401
DB09020	4792
DB00305	80764
DB06147	10810
DB08912	9187
DB00970	858
DB04942	1301
DB00679	27113
DB00544	12
DB00398	4792
DB00641	93129
DB00170	10123
DB00810	3597
DB00481	3156
DB01092	8851
DB01204	7020
DB00170	7018
DB01103	11147
DB01590	3981
DB01268	9709
DB01030	3815
DB00679	833
DB00206	10782
DB01177	10681
DB00670	55825
DB00694	53916
DB00398	11124
DB06287	901
DB00877	55650
DB00997	529
DB08865	10610
DB01177	27122
DB00715	10957
DB01188	2309
DB00332	29978
DB00773	4814
DB08604	51160
DB01204	393
DB00361	51422
DB00970	51257
DB00591	5255
DB00822	5058
DB00844	7048
DB00398	55144
DB00390	57161
DB04865	3280
DB00997	55081
DB01273	79890
DB00726	2224
DB09020	10285
DB00793	9709
DB00091	23223
DB00970	30008
DB06287	7936
DB00188	7016
DB00353	3800
DB00805	1001
DB00649	5058
DB00170	55823
DB00445	9820
DB00188	11080
DB00997	3597
DB00694	682
DB00857	6675
DB00443	256364
DB01590	5467
DB00997	7015
DB01239	230
DB00390	7158
DB00675	1201
DB00563	57804
DB00997	2987
DB00367	6938
DB00367	5265
DB00443	1843
DB01047	8974
DB00445	50865
DB06589	10668
DB00508	1717
DB08877	9854
DB01204	7917
DB00773	23654
DB00869	6509
DB01074	9710
DB01100	4864
DB01074	10610
DB08912	80310
DB00443	6273
DB00445	2263
DB01034	57149
DB01179	5516
DB00593	1301
DB01074	57192
DB01030	3134
DB08865	665
DB00317	4303
DB00398	10069
DB08946	55179
DB01239	6307
DB01273	8559
DB00694	6450
DB00783	5357
DB01406	54469
DB00715	3992
DB04573	9710
DB00982	4118
DB01229	5819
DB00822	51422
DB00762	11230
DB00773	57103
DB00188	58472
DB00444	8444
DB00170	4860
DB01030	55367
DB01204	25844
DB00398	1649
DB01590	10210
DB04865	54778
DB00374	9665
DB02546	1540
DB00679	3669
DB00390	54802
DB00305	25844
DB00317	8349
DB01179	4794
DB00136	57192
DB01179	29097
DB00374	23192
DB00361	558
DB08860	23787
DB00878	1647
DB01103	9851
DB01268	901
DB00641	11078
DB08881	6304
DB01179	87
DB08916	11197
DB00322	1647
DB08865	1301
DB08901	23635
DB01179	79567
DB00970	6850
DB01074	3475
DB00570	7077
DB00390	5271
DB00394	51422
DB00390	148022
DB00844	23131
DB00136	6714
DB04868	3383
DB08916	468
DB00381	23588
DB01008	57192
DB06803	6509
DB01254	2073
DB00523	11098
DB01077	7849
DB01074	10525
DB01166	23378
DB00317	10320
DB00675	2690
DB01234	56994
DB00982	56649
DB00443	1955
DB00170	1847
DB00563	25875
DB00762	63874
DB08860	55957
DB00367	90993
DB08881	57763
DB08604	5831
DB00773	3383
DB01254	7538
DB00694	9813
