:START_ID(Anatomy)	:END_ID(Gene)
UBERON:0000955	90557
UBERON:0000992	8740
UBERON:0001235	84449
UBERON:0002046	57222
UBERON:0002371	55300
UBERON:0002037	390595
UBERON:0002107	55741
UBERON:0000473	652991
UBERON:0001896	91947
UBERON:0000057	5493
UBERON:0000473	29781
UBERON:0000178	56897
UBERON:0000178	96459
UBERON:0001044	89122
UBERON:0000473	60672
UBERON:0000948	2271
UBERON:0000955	63970
UBERON:0001013	84668
UBERON:0002185	1048
UBERON:0001893	23787
UBERON:0000002	1305
UBERON:0002240	58499
UBERON:0001013	2359
UBERON:0000178	8678
UBERON:0001295	10491
UBERON:0000996	5069
UBERON:0001235	129303
UBERON:0001135	11231
UBERON:0001891	529
UBERON:0000178	10636
UBERON:0002240	6563
UBERON:0002107	192111
UBERON:0000995	3727
UBERON:0002048	79083
UBERON:0000029	55577
UBERON:0001225	33
UBERON:0002371	200186
UBERON:0001896	2686
UBERON:0001013	3912
UBERON:0002081	51134
UBERON:0002369	3426
UBERON:0001013	342926
UBERON:0000178	79188
UBERON:0000057	163081
UBERON:0000473	6907
UBERON:0000948	51330
UBERON:0002082	9064
UBERON:0002081	57699
UBERON:0000473	1407
UBERON:0002048	7421
UBERON:0002081	587
UBERON:0000178	9871
UBERON:0000992	729288
UBERON:0000996	23515
UBERON:0001044	2788
UBERON:0002082	84987
UBERON:0002240	4591
UBERON:0002048	4005
UBERON:0001013	7106
UBERON:0002240	7844
UBERON:0001235	51720
UBERON:0001135	8724
UBERON:0002107	54606
UBERON:0000948	56929
UBERON:0000996	5720
UBERON:0002369	5480
UBERON:0002371	7443
UBERON:0001893	4714
UBERON:0002367	137695
UBERON:0000955	4821
UBERON:0001296	56892
UBERON:0001235	4921
UBERON:0001225	84817
UBERON:0002037	773
UBERON:0000057	2762
UBERON:0000029	140564
UBERON:0000007	7567
UBERON:0001896	84614
UBERON:0000473	55915
UBERON:0000002	23350
UBERON:0000948	1774
UBERON:0001295	8805
UBERON:0002107	10746
UBERON:0002030	80216
UBERON:0000996	11012
UBERON:0000029	27094
UBERON:0002030	63928
UBERON:0002367	55001
UBERON:0000955	84866
UBERON:0000948	10456
UBERON:0002369	2554
UBERON:0000057	54795
UBERON:0000178	5228
UBERON:0002048	79927
UBERON:0002081	1351
UBERON:0000002	55810
UBERON:0001235	29968
UBERON:0001675	26035
UBERON:0002081	10560
UBERON:0000995	112464
UBERON:0000057	2956
UBERON:0000057	64426
UBERON:0000178	11278
UBERON:0001225	140462
UBERON:0002048	4023
UBERON:0000473	2302
UBERON:0002185	8870
UBERON:0001891	9951
UBERON:0002081	284252
UBERON:0002030	11336
UBERON:0001891	998
UBERON:0000473	261734
UBERON:0001896	51057
UBERON:0001675	10479
UBERON:0000029	168544
UBERON:0000473	55815
UBERON:0002369	219790
UBERON:0001675	117583
UBERON:0002046	8455
UBERON:0000997	10010
UBERON:0002030	580
UBERON:0000955	114805
UBERON:0002371	80025
UBERON:0002030	3108
UBERON:0002240	4488
UBERON:0001296	284297
UBERON:0000057	9497
UBERON:0000473	57198
UBERON:0000473	51281
UBERON:0001295	3219
UBERON:0001295	55748
UBERON:0000057	7157
UBERON:0001135	5714
UBERON:0002107	51061
UBERON:0000997	7071
UBERON:0002369	25790
UBERON:0002082	5576
UBERON:0000996	84648
UBERON:0002369	64320
UBERON:0002185	1043
UBERON:0002030	1906
UBERON:0002082	131118
UBERON:0002367	51333
UBERON:0001135	7813
UBERON:0000473	8456
UBERON:0000955	8836
UBERON:0002046	84552
UBERON:0002082	4059
UBERON:0000057	55017
UBERON:0000955	25953
UBERON:0001893	253980
UBERON:0000948	340267
UBERON:0000997	54454
UBERON:0001675	154215
UBERON:0001675	7732
UBERON:0000007	50512
UBERON:0002030	57649
UBERON:0001044	2582
UBERON:0002107	753
UBERON:0000992	10549
UBERON:0001891	81689
UBERON:0000007	9213
UBERON:0000955	2967
UBERON:0000473	84458
UBERON:0002107	1827
UBERON:0000997	143187
UBERON:0001013	10693
UBERON:0002046	9289
UBERON:0002371	80231
UBERON:0002369	54888
UBERON:0000948	1454
UBERON:0002037	2173
UBERON:0000995	1854
UBERON:0000057	91748
UBERON:0000473	374877
UBERON:0001896	221184
UBERON:0001891	10038
UBERON:0002081	7580
UBERON:0001893	7101
UBERON:0000955	3832
UBERON:0001013	11244
UBERON:0001675	51239
UBERON:0001225	63917
UBERON:0000473	790
UBERON:0000948	27430
UBERON:0002037	8893
UBERON:0001044	3707
UBERON:0002081	10979
UBERON:0000473	266740
UBERON:0000178	91
UBERON:0000178	57704
UBERON:0002081	25828
UBERON:0000948	55288
UBERON:0002185	4929
UBERON:0001235	51504
UBERON:0001675	26054
UBERON:0000178	6793
UBERON:0000178	388341
UBERON:0000057	5919
UBERON:0001225	2103
UBERON:0000178	79616
UBERON:0001891	22874
UBERON:0002369	4351
UBERON:0001295	83690
UBERON:0000955	1780
UBERON:0001675	79630
UBERON:0000948	56923
UBERON:0002107	3454
UBERON:0000057	55970
UBERON:0001893	9604
UBERON:0001225	4627
UBERON:0002371	25798
UBERON:0002107	84340
UBERON:0001235	10288
UBERON:0000996	26040
UBERON:0002369	80230
UBERON:0000955	7461
UBERON:0000992	7474
UBERON:0001893	6696
UBERON:0002107	55366
UBERON:0001235	79956
UBERON:0002369	60681
UBERON:0001235	2128
UBERON:0001235	3155
UBERON:0002107	5805
UBERON:0002081	158427
UBERON:0001891	4329
UBERON:0000007	116068
UBERON:0002037	1310
UBERON:0000002	5586
UBERON:0000002	91147
UBERON:0002185	3371
UBERON:0000057	81034
UBERON:0002030	388552
UBERON:0002082	92235
UBERON:0001235	139065
UBERON:0000992	160857
UBERON:0002048	5551
UBERON:0002037	80853
UBERON:0001896	6326
UBERON:0000948	29066
UBERON:0001675	8425
UBERON:0001235	378
UBERON:0000057	55243
UBERON:0002367	730
UBERON:0001891	51575
UBERON:0000007	80326
UBERON:0000473	8820
UBERON:0002240	8722
UBERON:0001891	284716
UBERON:0002371	202018
UBERON:0000178	115352
UBERON:0000955	30010
UBERON:0001225	682
UBERON:0002185	3911
UBERON:0002107	728082
UBERON:0000007	8470
UBERON:0000955	8027
UBERON:0001225	6948
UBERON:0002240	55347
UBERON:0000955	23678
UBERON:0003126	3135
UBERON:0000996	54891
UBERON:0000997	2896
UBERON:0002030	7091
UBERON:0000948	8788
UBERON:0000996	84893
UBERON:0001013	25829
UBERON:0000473	55145
UBERON:0000473	9585
UBERON:0000955	57835
UBERON:0002030	23135
UBERON:0000057	55187
UBERON:0001891	23095
UBERON:0002369	10016
UBERON:0001235	2935
UBERON:0003126	23385
UBERON:0001013	6139
UBERON:0002037	10098
UBERON:0002048	90993
UBERON:0001891	10690
UBERON:0000178	8439
UBERON:0003126	126820
UBERON:0001295	827
UBERON:0001295	55140
UBERON:0002367	2171
UBERON:0002185	91319
UBERON:0002371	4739
UBERON:0000955	115811
UBERON:0001675	91947
UBERON:0001891	151556
UBERON:0002037	24149
UBERON:0000007	1938
UBERON:0000002	706
UBERON:0001295	255520
UBERON:0000029	150223
UBERON:0001225	5007
UBERON:0002369	90853
UBERON:0001891	727800
UBERON:0002046	81857
UBERON:0002082	54520
UBERON:0001135	9167
UBERON:0002367	83940
UBERON:0000178	4155
UBERON:0002030	7078
UBERON:0001225	3107
UBERON:0002367	4926
UBERON:0000178	22919
UBERON:0000955	155435
UBERON:0002240	9125
UBERON:0002369	9274
UBERON:0000948	5160
UBERON:0001013	80320
UBERON:0000007	113612
UBERON:0001896	7485
UBERON:0001013	57863
UBERON:0000007	55565
UBERON:0000955	1121
UBERON:0001225	9667
UBERON:0000057	80310
UBERON:0002369	9348
UBERON:0002107	10723
UBERON:0002081	1306
UBERON:0001235	5997
UBERON:0000955	389941
UBERON:0001235	659
UBERON:0000007	441027
UBERON:0001135	5805
UBERON:0001295	4899
UBERON:0002371	128346
UBERON:0002240	9570
UBERON:0001013	29934
UBERON:0002046	79174
UBERON:0002037	339344
UBERON:0001013	81848
UBERON:0001675	205564
UBERON:0001044	746
UBERON:0002369	10188
UBERON:0002369	7410
UBERON:0000178	388552
UBERON:0002369	10171
UBERON:0003126	1649
UBERON:0000007	6508
UBERON:0000955	57569
UBERON:0001225	55553
UBERON:0000997	2064
UBERON:0000948	25880
UBERON:0002082	152503
UBERON:0002107	6341
UBERON:0001235	100131187
UBERON:0000948	2260
UBERON:0000955	56341
UBERON:0000948	7704
UBERON:0000996	22837
UBERON:0000178	9625
UBERON:0000178	27348
UBERON:0002107	3597
UBERON:0001295	29062
UBERON:0002030	220002
UBERON:0001044	56243
UBERON:0000007	55591
UBERON:0000996	2074
UBERON:0002081	80263
UBERON:0002046	84909
UBERON:0001675	6198
UBERON:0002030	5279
UBERON:0000057	8692
UBERON:0002082	1284
UBERON:0002046	928
UBERON:0001295	7564
UBERON:0000997	204219
UBERON:0001675	977
UBERON:0001044	55862
UBERON:0001891	85015
UBERON:0000473	23608
UBERON:0000029	23081
UBERON:0000997	84187
UBERON:0000997	5690
UBERON:0002371	80024
UBERON:0000178	3707
UBERON:0002037	728489
UBERON:0001135	6772
UBERON:0002240	1717
UBERON:0002107	22874
UBERON:0000007	10327
UBERON:0001295	80153
UBERON:0002240	54749
UBERON:0001295	7511
UBERON:0000057	8613
UBERON:0000955	2890
UBERON:0001013	54978
UBERON:0000002	3178
UBERON:0000178	79573
UBERON:0000955	286046
UBERON:0000178	54843
UBERON:0002030	6444
UBERON:0001235	51250
UBERON:0000178	55911
UBERON:0000178	51816
UBERON:0000948	11035
UBERON:0000948	23564
UBERON:0002046	9282
UBERON:0000007	130612
UBERON:0001235	5480
UBERON:0000178	5272
UBERON:0000948	5829
UBERON:0002046	147660
UBERON:0002048	6520
UBERON:0002369	83855
UBERON:0001013	23604
UBERON:0000002	9540
UBERON:0000997	4598
UBERON:0000473	146225
UBERON:0000955	27072
UBERON:0001013	123803
UBERON:0002046	55728
UBERON:0002030	90268
UBERON:0001896	120
UBERON:0000178	6472
UBERON:0000992	374977
UBERON:0001013	2879
UBERON:0001013	339122
UBERON:0001013	2950
UBERON:0002030	7372
UBERON:0000992	10577
UBERON:0002185	83483
UBERON:0002048	3988
UBERON:0000996	3615
UBERON:0002369	116
UBERON:0000948	2589
UBERON:0002048	6197
UBERON:0002037	23366
UBERON:0000178	3568
UBERON:0002081	5593
UBERON:0001013	284207
UBERON:0000029	1933
UBERON:0001013	246184
UBERON:0000955	731220
UBERON:0002030	56603
UBERON:0001675	11228
UBERON:0002240	4644
UBERON:0002371	9922
UBERON:0001296	7745
UBERON:0002107	57136
UBERON:0002369	51388
UBERON:0002048	23780
UBERON:0000007	2689
UBERON:0000955	9406
UBERON:0000178	283991
UBERON:0001135	960
UBERON:0000992	90557
UBERON:0002107	128
UBERON:0000002	51309
UBERON:0002369	827
UBERON:0001893	376267
UBERON:0000473	160298
UBERON:0000948	10974
UBERON:0001295	22976
UBERON:0000473	6603
UBERON:0001891	85465
UBERON:0002081	302
UBERON:0001296	51524
UBERON:0000992	9953
UBERON:0000992	23281
UBERON:0002107	7433
UBERON:0002371	11021
UBERON:0002046	51599
UBERON:0002030	51050
UBERON:0000948	79927
UBERON:0001896	84867
UBERON:0002046	6850
UBERON:0000955	3737
UBERON:0000948	3908
UBERON:0000057	4306
UBERON:0001891	84060
UBERON:0000473	55088
UBERON:0001225	25813
UBERON:0001675	83982
UBERON:0001893	57498
UBERON:0002107	8800
UBERON:0001891	1073
UBERON:0000948	10592
UBERON:0000007	221264
UBERON:0000996	7078
UBERON:0001135	7846
UBERON:0001296	91574
UBERON:0000007	2010
UBERON:0000473	7088
UBERON:0000473	51514
UBERON:0000996	26010
UBERON:0001235	202018
UBERON:0000473	653067
UBERON:0000997	641649
UBERON:0000955	85012
UBERON:0001225	6696
UBERON:0000178	9818
UBERON:0001235	4814
UBERON:0000473	114804
UBERON:0001891	8490
UBERON:0000948	4714
UBERON:0002367	83707
UBERON:0000473	283232
UBERON:0002371	6659
UBERON:0001044	2589
UBERON:0000948	54463
UBERON:0001891	10297
UBERON:0000002	8487
UBERON:0002369	115426
UBERON:0000948	9581
UBERON:0001675	23161
UBERON:0000007	22979
UBERON:0000996	92344
UBERON:0002369	753
UBERON:0002030	147179
UBERON:0001013	23155
UBERON:0001225	166379
UBERON:0002048	84910
UBERON:0002081	2199
UBERON:0002371	51512
UBERON:0002030	55702
UBERON:0000992	7431
UBERON:0000178	353189
UBERON:0000057	1294
UBERON:0002037	1740
UBERON:0002240	770
UBERON:0001891	10715
UBERON:0001891	266727
UBERON:0000992	66005
UBERON:0001891	51125
UBERON:0002082	5066
UBERON:0002369	388341
UBERON:0001296	6940
UBERON:0000473	10569
UBERON:0001225	27141
UBERON:0001013	1368
UBERON:0002046	3280
UBERON:0000057	2114
UBERON:0000992	10199
UBERON:0000992	57134
UBERON:0000997	51136
UBERON:0002107	379
UBERON:0000029	6201
UBERON:0000997	50808
UBERON:0000948	275
UBERON:0000955	7533
UBERON:0000178	3108
UBERON:0001225	3916
UBERON:0002030	85004
UBERON:0000948	283383
UBERON:0000473	246777
UBERON:0002030	6422
UBERON:0000948	55612
UBERON:0001891	9211
UBERON:0001891	56934
UBERON:0002030	6275
UBERON:0000996	81578
UBERON:0000002	22985
UBERON:0002037	1005
UBERON:0001013	56112
UBERON:0002367	127731
UBERON:0000473	151011
UBERON:0001235	115294
UBERON:0001044	4338
UBERON:0002081	84803
UBERON:0003126	51150
UBERON:0000997	6423
UBERON:0001891	1005
UBERON:0000473	56941
UBERON:0001135	25932
UBERON:0002371	22838
UBERON:0002048	51202
UBERON:0000473	57547
UBERON:0003126	973
UBERON:0002240	4437
UBERON:0002048	3918
UBERON:0000029	55803
UBERON:0001235	55220
UBERON:0001891	79585
UBERON:0000007	8905
UBERON:0001296	9425
UBERON:0000473	286151
UBERON:0002367	23600
UBERON:0000178	6137
UBERON:0001225	84460
UBERON:0002046	7337
UBERON:0000955	85440
UBERON:0000473	389123
UBERON:0000996	7168
UBERON:0001044	85379
UBERON:0000997	466
UBERON:0000955	113746
UBERON:0001235	51586
UBERON:0000007	79140
UBERON:0002082	55677
UBERON:0000007	222068
UBERON:0001295	4175
UBERON:0000997	175
UBERON:0002081	55245
UBERON:0001296	9260
UBERON:0000029	8861
UBERON:0000955	116983
UBERON:0001675	10413
UBERON:0002369	57228
UBERON:0000057	56927
UBERON:0002369	147015
UBERON:0002030	57484
UBERON:0000955	55083
UBERON:0002240	6747
UBERON:0000997	1938
UBERON:0002048	389668
UBERON:0002030	388533
UBERON:0001044	64283
UBERON:0002240	55015
UBERON:0002081	7813
UBERON:0001896	84328
UBERON:0000955	100506012
UBERON:0002107	23264
UBERON:0003126	23639
UBERON:0001675	26578
UBERON:0001891	1021
UBERON:0002369	284371
UBERON:0001235	135112
UBERON:0001235	5819
UBERON:0000002	7678
UBERON:0001675	89853
UBERON:0000002	25925
UBERON:0000029	9057
UBERON:0000473	149095
UBERON:0000057	26002
UBERON:0002081	11059
UBERON:0002107	80224
UBERON:0002240	2824
UBERON:0000948	3784
UBERON:0001225	23443
UBERON:0001225	51449
UBERON:0001235	92715
UBERON:0001675	27101
UBERON:0002082	22934
UBERON:0001225	4700
UBERON:0001044	50717
UBERON:0000948	84281
UBERON:0002048	257106
UBERON:0002081	22919
UBERON:0001893	9917
UBERON:0000955	10670
UBERON:0001896	56895
UBERON:0001135	7319
UBERON:0000948	8540
UBERON:0002048	3683
UBERON:0002240	2072
UBERON:0000057	2029
UBERON:0000473	80311
UBERON:0001235	7094
UBERON:0000955	6988
UBERON:0000007	400954
UBERON:0002048	56241
UBERON:0000029	54
UBERON:0000996	55001
UBERON:0002369	9988
UBERON:0002037	118427
UBERON:0000057	23259
UBERON:0001295	1315
UBERON:0002037	163175
UBERON:0001235	120534
UBERON:0001295	51340
UBERON:0001675	4929
UBERON:0000997	4121
UBERON:0001296	8611
UBERON:0002240	92597
UBERON:0001675	53616
UBERON:0001675	9997
UBERON:0001044	3512
UBERON:0002107	7813
UBERON:0002037	55689
UBERON:0001296	9741
UBERON:0000997	151188
UBERON:0002369	126326
UBERON:0000029	7076
UBERON:0002369	2996
UBERON:0001295	29116
UBERON:0000997	5478
UBERON:0002367	10551
UBERON:0001235	113763
UBERON:0001891	5578
UBERON:0002048	718
UBERON:0002367	1829
UBERON:0002082	1286
UBERON:0001235	374659
UBERON:0002371	2672
UBERON:0001675	11099
UBERON:0002082	28951
UBERON:0000057	7421
UBERON:0000002	27230
UBERON:0001891	78986
UBERON:0001896	57338
UBERON:0000007	26160
UBERON:0000997	3955
UBERON:0002240	8832
UBERON:0000002	84128
UBERON:0002369	219699
UBERON:0000178	55365
UBERON:0002046	51329
UBERON:0001891	79147
UBERON:0000057	1948
UBERON:0000057	22955
UBERON:0000948	80254
UBERON:0001235	5576
UBERON:0000955	57555
UBERON:0002240	116442
UBERON:0002369	57823
UBERON:0001235	22836
UBERON:0001013	2277
UBERON:0001044	124975
UBERON:0000178	129285
UBERON:0000997	51552
UBERON:0002369	7082
UBERON:0002371	57610
UBERON:0001675	83742
UBERON:0002037	124590
UBERON:0001013	3770
UBERON:0000057	6628
UBERON:0000992	10413
UBERON:0002048	153020
UBERON:0002369	9537
UBERON:0002367	3914
UBERON:0001675	26047
UBERON:0002369	10036
UBERON:0002369	10600
UBERON:0001896	9468
UBERON:0000029	162427
UBERON:0000473	5976
UBERON:0000955	64518
UBERON:0002371	538
UBERON:0000029	340152
UBERON:0000057	23597
UBERON:0001675	163486
UBERON:0001235	91252
UBERON:0001675	57512
UBERON:0002240	340481
UBERON:0001225	6095
UBERON:0002048	1634
UBERON:0003126	22992
UBERON:0000997	4610
UBERON:0000178	9857
UBERON:0001896	2885
UBERON:0002037	90485
UBERON:0002030	51035
UBERON:0002030	55076
UBERON:0002046	117584
UBERON:0000992	5469
UBERON:0002107	254552
UBERON:0002185	91663
UBERON:0002240	64422
UBERON:0002107	28978
UBERON:0002037	56097
UBERON:0001675	5100
UBERON:0000178	262
UBERON:0000473	1442
UBERON:0000029	23049
UBERON:0001896	9429
UBERON:0000955	57805
UBERON:0001235	203447
UBERON:0001225	8545
UBERON:0000007	9752
UBERON:0002107	2954
UBERON:0000178	8775
UBERON:0001295	7132
UBERON:0001891	55248
UBERON:0000057	2149
UBERON:0001044	9895
UBERON:0001295	668
UBERON:0001296	9946
UBERON:0000002	10915
UBERON:0003126	23268
UBERON:0002367	220
UBERON:0001891	55753
UBERON:0000178	79956
UBERON:0002081	51389
UBERON:0000955	91860
UBERON:0002048	9709
UBERON:0001235	169200
UBERON:0002367	23316
UBERON:0001013	256364
UBERON:0002369	79958
UBERON:0001044	1117
UBERON:0002081	100996693
UBERON:0000029	80310
UBERON:0000002	2113
UBERON:0002185	83786
UBERON:0000992	1595
UBERON:0000955	51164
UBERON:0000057	7078
UBERON:0002240	23673
UBERON:0001296	1545
UBERON:0002030	55620
UBERON:0001675	160851
UBERON:0002030	2707
UBERON:0000178	9375
UBERON:0001896	5590
UBERON:0000178	54800
UBERON:0000997	79939
UBERON:0001135	7048
UBERON:0000996	8895
UBERON:0001044	23471
UBERON:0002030	6210
UBERON:0002369	6472
UBERON:0000178	1438
UBERON:0001896	4718
UBERON:0000178	683
UBERON:0001896	57121
UBERON:0001013	255626
UBERON:0002367	2492
UBERON:0000955	254050
