:START_ID(Anatomy)	:END_ID(Gene)
UBERON:0002030	221061
UBERON:0000029	51440
UBERON:0000007	3108
UBERON:0000948	1446
UBERON:0002371	90624
UBERON:0000948	2243
UBERON:0002048	434
UBERON:0002082	1119
UBERON:0000997	54629
UBERON:0002369	55810
UBERON:0001295	10391
UBERON:0002369	9950
UBERON:0000992	563
UBERON:0000178	9706
UBERON:0002240	79890
UBERON:0002082	103
UBERON:0002107	9915
UBERON:0001896	27068
UBERON:0000178	7849
UBERON:0001296	79993
UBERON:0002107	10570
UBERON:0000178	3487
UBERON:0000955	642
UBERON:0002369	1538
UBERON:0000997	286144
UBERON:0000178	686
UBERON:0000996	284071
UBERON:0000955	375033
UBERON:0002367	15
UBERON:0001296	285367
UBERON:0000995	885
UBERON:0002082	22818
UBERON:0001675	400916
UBERON:0001891	147184
UBERON:0002107	6754
UBERON:0000995	7086
UBERON:0001296	84645
UBERON:0000007	57030
UBERON:0002371	9360
UBERON:0002185	284370
UBERON:0002030	22924
UBERON:0000996	4604
UBERON:0000996	63948
UBERON:0002371	4306
UBERON:0000178	5819
UBERON:0000995	27069
UBERON:0000948	8029
UBERON:0000948	653333
UBERON:0002107	7515
UBERON:0001295	81631
UBERON:0002037	80380
UBERON:0001235	10492
UBERON:0001235	3017
UBERON:0000948	140807
UBERON:0002081	140732
UBERON:0000992	4604
UBERON:0002240	2168
UBERON:0000057	9788
UBERON:0003126	83446
UBERON:0001235	6699
UBERON:0000178	23510
UBERON:0001135	22876
UBERON:0001225	23233
UBERON:0002369	10207
UBERON:0002369	416
UBERON:0000002	81928
UBERON:0001044	3142
UBERON:0002369	173
UBERON:0001044	83447
UBERON:0002371	5493
UBERON:0001235	440
UBERON:0000178	10576
UBERON:0002185	89885
UBERON:0002037	1379
UBERON:0000948	51440
UBERON:0000948	161145
UBERON:0001013	130916
UBERON:0001893	29780
UBERON:0000057	79957
UBERON:0002240	54876
UBERON:0002082	29074
UBERON:0002107	54887
UBERON:0002107	55129
UBERON:0000178	54865
UBERON:0000473	396
UBERON:0001135	9844
UBERON:0000007	3566
UBERON:0002371	1121
UBERON:0002369	7381
UBERON:0000473	11126
UBERON:0002048	23461
UBERON:0000007	1131
UBERON:0002048	647309
UBERON:0001225	11185
UBERON:0001896	222643
UBERON:0001675	401067
UBERON:0002185	8777
UBERON:0000992	85438
UBERON:0000992	55884
UBERON:0000948	124773
UBERON:0001896	5437
UBERON:0002082	57524
UBERON:0000029	92591
UBERON:0002037	7145
UBERON:0002371	9668
UBERON:0002048	9581
UBERON:0001225	10551
UBERON:0000955	10643
UBERON:0002107	3208
UBERON:0002048	9874
UBERON:0000948	1439
UBERON:0001235	10541
UBERON:0002081	85301
UBERON:0001891	11079
UBERON:0003126	26060
UBERON:0000948	11137
UBERON:0000997	3059
UBERON:0002081	2582
UBERON:0000029	8239
UBERON:0000997	9053
UBERON:0000992	2119
UBERON:0000955	51692
UBERON:0001296	23303
UBERON:0002107	1975
UBERON:0002369	22865
UBERON:0000029	8630
UBERON:0002371	4013
UBERON:0002369	6934
UBERON:0002369	10489
UBERON:0002037	1366
UBERON:0000007	684
UBERON:0000473	1376
UBERON:0000473	3127
UBERON:0000007	1847
UBERON:0002107	389123
UBERON:0002030	6677
UBERON:0001225	29
UBERON:0001893	1365
UBERON:0002367	6801
UBERON:0001891	162073
UBERON:0000473	516
UBERON:0001896	3140
UBERON:0000029	23327
UBERON:0002240	3486
UBERON:0002240	4849
UBERON:0000007	148170
UBERON:0002081	8906
UBERON:0002046	9734
UBERON:0000955	55552
UBERON:0000178	5523
UBERON:0001296	6720
UBERON:0000178	6431
UBERON:0002046	22918
UBERON:0002107	165257
UBERON:0001893	5734
UBERON:0000002	57678
UBERON:0001296	1520
UBERON:0001225	9191
UBERON:0000997	55228
UBERON:0001891	1459
UBERON:0001896	5533
UBERON:0001044	219771
UBERON:0001013	4829
UBERON:0002037	147184
UBERON:0001295	124773
UBERON:0001295	146849
UBERON:0000057	22874
UBERON:0000178	5361
UBERON:0001891	283991
UBERON:0002082	3673
UBERON:0000029	56907
UBERON:0001044	9811
UBERON:0001044	2135
UBERON:0002046	2895
UBERON:0002107	441054
UBERON:0000996	128387
UBERON:0000007	51114
UBERON:0001296	113444
UBERON:0002240	115294
UBERON:0001896	27288
UBERON:0001891	55633
UBERON:0000997	90933
UBERON:0002107	6708
UBERON:0002107	9846
UBERON:0002369	1979
UBERON:0001135	9711
UBERON:0001295	7532
UBERON:0000992	6641
UBERON:0002082	54815
UBERON:0000007	1374
UBERON:0000948	9403
UBERON:0002369	55062
UBERON:0000002	351
UBERON:0001296	64098
UBERON:0002371	57820
UBERON:0000007	79746
UBERON:0001013	54715
UBERON:0001891	6452
UBERON:0002107	2254
UBERON:0000997	359845
UBERON:0001295	8671
UBERON:0002107	5268
UBERON:0000948	149699
UBERON:0001295	4131
UBERON:0002081	7090
UBERON:0002037	57205
UBERON:0000995	1299
UBERON:0000955	89891
UBERON:0001891	54507
UBERON:0001135	23040
UBERON:0000955	84231
UBERON:0000029	5037
UBERON:0000997	26146
UBERON:0001896	26097
UBERON:0000473	51204
UBERON:0002240	129563
UBERON:0001044	28996
UBERON:0000007	54873
UBERON:0001675	354
UBERON:0002107	55765
UBERON:0002240	2868
UBERON:0001891	54788
UBERON:0001235	151230
UBERON:0000178	261734
UBERON:0000002	64147
UBERON:0000473	57786
UBERON:0000007	203427
UBERON:0001891	11063
UBERON:0002369	5509
UBERON:0002371	4832
UBERON:0000178	57631
UBERON:0001044	10147
UBERON:0002369	23528
UBERON:0001896	6954
UBERON:0000955	1050
UBERON:0000473	1072
UBERON:0002107	340205
UBERON:0002037	55760
UBERON:0001013	9039
UBERON:0001896	153918
UBERON:0002107	152330
UBERON:0000996	79086
UBERON:0000029	79009
UBERON:0000178	145748
UBERON:0002240	8436
UBERON:0002367	57455
UBERON:0000955	10730
UBERON:0001135	2990
UBERON:0002240	119504
UBERON:0002369	730112
UBERON:0001675	55291
UBERON:0001225	9441
UBERON:0000948	50855
UBERON:0002030	9282
UBERON:0002107	246330
UBERON:0000178	23116
UBERON:0002240	286077
UBERON:0000473	9728
UBERON:0002371	64981
UBERON:0002082	10665
UBERON:0002081	9962
UBERON:0000178	26994
UBERON:0001013	417
UBERON:0002046	3783
UBERON:0001013	122618
UBERON:0002046	2037
UBERON:0002046	1012
UBERON:0002369	84140
UBERON:0001893	4615
UBERON:0002046	55167
UBERON:0000997	122773
UBERON:0002082	23097
UBERON:0001675	6693
UBERON:0002240	8446
UBERON:0002240	22880
UBERON:0002371	4035
UBERON:0001225	10121
UBERON:0001891	25979
UBERON:0001135	10231
UBERON:0000955	26015
UBERON:0000948	10097
UBERON:0000178	8310
UBERON:0002107	22898
UBERON:0001225	118429
UBERON:0001675	3371
UBERON:0000955	1290
UBERON:0002369	158046
UBERON:0000996	140545
UBERON:0001896	4824
UBERON:0000057	400258
UBERON:0002240	202915
UBERON:0000473	5909
UBERON:0002369	2335
UBERON:0000992	25764
UBERON:0003126	152098
UBERON:0000995	4809
UBERON:0000948	4957
UBERON:0002037	728403
UBERON:0000178	23059
UBERON:0002369	7915
UBERON:0001013	154796
UBERON:0002185	4604
UBERON:0003126	414301
UBERON:0002037	11199
UBERON:0000473	140809
UBERON:0001896	10109
UBERON:0001135	10397
UBERON:0002107	147991
UBERON:0000955	4237
UBERON:0002048	140881
UBERON:0001295	171546
UBERON:0002030	84915
UBERON:0001896	23670
UBERON:0002030	3761
UBERON:0001891	51765
UBERON:0000178	9423
UBERON:0001225	116448
UBERON:0001893	9144
UBERON:0001896	4760
UBERON:0002107	7916
UBERON:0000997	84915
UBERON:0001013	5613
UBERON:0001891	2559
UBERON:0002240	112724
UBERON:0000473	4354
UBERON:0000178	10755
UBERON:0001891	116068
UBERON:0001225	57446
UBERON:0002107	65266
UBERON:0000007	100526761
UBERON:0001235	64067
UBERON:0001893	1466
UBERON:0001891	140801
UBERON:0000002	66000
UBERON:0001044	9958
UBERON:0000955	144501
UBERON:0001295	5705
UBERON:0001135	4739
UBERON:0002107	6345
UBERON:0002081	9053
UBERON:0000473	10755
UBERON:0002082	9771
UBERON:0002046	55196
UBERON:0000178	10544
UBERON:0002240	26017
UBERON:0002185	90355
UBERON:0001295	91584
UBERON:0000955	85329
UBERON:0000995	4978
UBERON:0002240	1618
UBERON:0000948	28983
UBERON:0000955	2335
UBERON:0002107	9778
UBERON:0001896	23587
UBERON:0001893	399
UBERON:0000997	11075
UBERON:0002240	11014
UBERON:0002369	89876
UBERON:0002369	93273
UBERON:0002046	7791
UBERON:0000955	64284
UBERON:0002371	5151
UBERON:0002185	51327
UBERON:0001896	5899
UBERON:0002240	10802
UBERON:0002369	51253
UBERON:0002107	64061
UBERON:0001896	4353
UBERON:0002037	8764
UBERON:0001296	6663
UBERON:0001675	8831
UBERON:0000473	22883
UBERON:0002185	5454
UBERON:0000178	11180
UBERON:0000955	131578
UBERON:0001044	4292
UBERON:0002369	115209
UBERON:0002185	80031
UBERON:0002030	80003
UBERON:0000955	160418
UBERON:0002240	643677
UBERON:0002048	126520
UBERON:0002240	84337
UBERON:0002240	4116
UBERON:0002240	5771
UBERON:0000955	140460
UBERON:0000955	4361
UBERON:0001013	643641
UBERON:0003126	9640
UBERON:0000992	245928
UBERON:0001044	23043
UBERON:0001013	132228
UBERON:0001013	64761
UBERON:0000473	6009
UBERON:0000473	55718
UBERON:0000997	3550
UBERON:0001891	3954
UBERON:0001295	80148
UBERON:0000473	2207
UBERON:0001013	51206
UBERON:0000955	10216
UBERON:0000007	9732
UBERON:0002037	7059
UBERON:0000992	4005
UBERON:0000057	26521
UBERON:0001296	291
UBERON:0001235	57153
UBERON:0002030	9580
UBERON:0000007	969
UBERON:0000178	80818
UBERON:0002369	2922
UBERON:0002030	1121
UBERON:0003126	124535
UBERON:0002037	2214
UBERON:0000948	286077
UBERON:0000948	140686
UBERON:0000007	5352
UBERON:0000007	10036
UBERON:0000955	10202
UBERON:0000992	55824
UBERON:0001675	643677
UBERON:0001295	1830
UBERON:0000992	57687
UBERON:0001891	80071
UBERON:0002082	93627
UBERON:0001295	65059
UBERON:0001675	57493
UBERON:0002371	10656
UBERON:0000995	1955
UBERON:0002046	80821
UBERON:0002046	253714
UBERON:0001296	83719
UBERON:0001225	9645
UBERON:0002082	51690
UBERON:0002082	2730
UBERON:0002107	57695
UBERON:0000473	8623
UBERON:0000002	1318
UBERON:0002371	10423
UBERON:0001225	51199
UBERON:0001893	55526
UBERON:0000002	6449
UBERON:0003126	23528
UBERON:0002046	9859
UBERON:0000473	9748
UBERON:0001044	333
UBERON:0002030	196294
UBERON:0001675	28983
UBERON:0001896	92259
UBERON:0002081	83394
UBERON:0002107	81578
UBERON:0001295	7163
UBERON:0000955	29940
UBERON:0000473	197257
UBERON:0000473	120892
UBERON:0001225	23162
UBERON:0000948	1520
UBERON:0000948	255403
UBERON:0000007	79091
UBERON:0000997	57338
UBERON:0001675	10723
UBERON:0002030	3781
UBERON:0001295	217
UBERON:0002185	5594
UBERON:0001013	55423
UBERON:0001013	51471
UBERON:0002240	26048
UBERON:0001235	51090
UBERON:0000057	23242
UBERON:0002240	834
UBERON:0001893	1277
UBERON:0000955	3364
UBERON:0000997	10186
UBERON:0000057	90853
UBERON:0000473	8829
UBERON:0002030	100131755
UBERON:0002240	116988
UBERON:0000057	23261
UBERON:0002046	140856
UBERON:0000178	7030
UBERON:0001675	25837
UBERON:0000178	8644
UBERON:0000955	84144
UBERON:0002367	55363
UBERON:0002185	1954
UBERON:0002082	26098
UBERON:0001235	11199
UBERON:0001675	30833
UBERON:0002185	107
UBERON:0002240	57794
UBERON:0000002	9670
UBERON:0002030	7456
UBERON:0001135	5653
UBERON:0000057	11092
UBERON:0002107	8437
UBERON:0002030	11240
UBERON:0002082	837
UBERON:0000007	8842
UBERON:0002369	57144
UBERON:0000002	676
UBERON:0000473	100505385
UBERON:0002369	54209
UBERON:0000178	10690
UBERON:0002371	26232
UBERON:0000996	3835
UBERON:0000955	649
UBERON:0001044	55611
UBERON:0001296	8110
UBERON:0001296	2651
UBERON:0002369	9063
UBERON:0002367	56902
UBERON:0000992	55901
UBERON:0002048	8110
UBERON:0002240	161291
UBERON:0001235	9706
UBERON:0000955	245972
UBERON:0002369	56667
UBERON:0000029	5162
UBERON:0001044	774
UBERON:0001896	3315
UBERON:0000995	79734
UBERON:0000473	9647
UBERON:0000995	10656
UBERON:0000029	22874
UBERON:0002037	121441
UBERON:0000997	1107
UBERON:0000473	81790
UBERON:0002037	728072
UBERON:0000996	79706
UBERON:0002371	9372
UBERON:0001896	5292
UBERON:0001013	3575
UBERON:0001896	285989
UBERON:0000955	200014
UBERON:0002369	6747
UBERON:0000029	339965
UBERON:0001893	5144
UBERON:0002082	3275
UBERON:0000007	100507436
UBERON:0001675	140894
UBERON:0002030	8120
UBERON:0002081	131375
UBERON:0002369	374768
UBERON:0000007	222236
UBERON:0000007	3575
UBERON:0000178	84334
UBERON:0001013	9050
UBERON:0000948	84283
UBERON:0002369	26018
UBERON:0002371	84299
UBERON:0001893	5533
UBERON:0001896	4343
UBERON:0001891	58527
UBERON:0001896	7873
UBERON:0000178	219654
UBERON:0000002	80148
UBERON:0002037	55365
UBERON:0002369	79190
UBERON:0000178	3131
UBERON:0000178	84632
UBERON:0000002	5261
UBERON:0002371	83439
UBERON:0002048	3758
UBERON:0002082	117584
UBERON:0002037	6700
UBERON:0002240	92799
UBERON:0002240	1285
UBERON:0001295	54890
UBERON:0001896	6734
UBERON:0000997	1838
UBERON:0002030	9324
UBERON:0002081	81502
UBERON:0001044	4035
UBERON:0001225	29940
UBERON:0000997	57120
UBERON:0000955	1235
UBERON:0001891	58495
UBERON:0002082	55573
UBERON:0002369	79733
UBERON:0001235	54472
UBERON:0002107	1268
UBERON:0002371	163154
UBERON:0000473	79077
UBERON:0001225	55646
UBERON:0002082	55108
UBERON:0001891	3217
UBERON:0002185	219938
UBERON:0001235	140856
UBERON:0003126	2712
UBERON:0000057	1118
UBERON:0002369	360
UBERON:0002185	4353
UBERON:0002369	10768
UBERON:0002107	23224
UBERON:0001675	23169
UBERON:0000007	4851
UBERON:0002082	339779
UBERON:0001891	2877
UBERON:0000992	613
UBERON:0000007	115572
UBERON:0000178	29948
UBERON:0002048	8851
UBERON:0002371	284459
UBERON:0000955	374654
UBERON:0002037	84164
UBERON:0002046	51684
UBERON:0001675	10014
UBERON:0000955	375316
UBERON:0002107	388799
UBERON:0000992	23400
UBERON:0000995	728
UBERON:0002369	84929
UBERON:0000007	5454
UBERON:0002030	23025
UBERON:0001675	51776
UBERON:0002048	8813
UBERON:0002240	127540
UBERON:0000955	57724
UBERON:0002107	23348
UBERON:0002371	219771
UBERON:0000955	332
UBERON:0001896	2114
UBERON:0001296	51172
UBERON:0000178	9559
UBERON:0002369	93986
UBERON:0001044	11117
UBERON:0001896	9743
UBERON:0000057	92745
UBERON:0002037	26872
UBERON:0002030	6457
UBERON:0000178	81562
UBERON:0001225	54910
UBERON:0002046	56944
UBERON:0001896	23112
UBERON:0000995	57060
UBERON:0002369	808
UBERON:0001296	8424
UBERON:0001675	3853
UBERON:0000473	6609
UBERON:0002369	55786
UBERON:0000996	6950
UBERON:0001675	388588
UBERON:0002369	29127
UBERON:0000997	4638
UBERON:0000002	10661
UBERON:0000178	25849
UBERON:0002048	4173
UBERON:0002369	503614
UBERON:0002185	23040
UBERON:0002185	7053
UBERON:0002048	64925
UBERON:0002046	84630
UBERON:0000996	58476
UBERON:0002185	55363
UBERON:0000057	3042
UBERON:0001225	92483
UBERON:0000029	5774
UBERON:0001891	7178
UBERON:0001891	55107
UBERON:0000948	951
UBERON:0001896	7514
UBERON:0001235	4045
UBERON:0002037	51375
UBERON:0000955	54901
UBERON:0001896	245932
UBERON:0001893	55975
UBERON:0000178	4052
UBERON:0002107	166
UBERON:0002081	60436
UBERON:0001891	5586
UBERON:0001896	115353
UBERON:0000007	126526
UBERON:0002030	5414
UBERON:0002082	55031
UBERON:0002369	5265
UBERON:0002185	375057
UBERON:0001675	126917
UBERON:0001044	4155
UBERON:0001675	79733
UBERON:0001296	113263
UBERON:0000057	10105
UBERON:0001225	10098
UBERON:0001235	4790
UBERON:0002240	3042
UBERON:0000002	23671
UBERON:0002030	143241
UBERON:0000992	151306
UBERON:0001896	10713
UBERON:0000473	5553
UBERON:0002081	10998
UBERON:0000178	64066
UBERON:0001893	58516
UBERON:0001295	4330
UBERON:0001896	2515
UBERON:0000996	90673
UBERON:0002369	132321
UBERON:0001896	960
UBERON:0001296	1534
UBERON:0001044	1951
UBERON:0000473	53822
UBERON:0000992	219333
UBERON:0001135	6382
UBERON:0000997	10975
UBERON:0000007	8553
UBERON:0002240	8631
UBERON:0002240	2113
UBERON:0000948	2530
UBERON:0000178	2947
UBERON:0000178	10564
UBERON:0000007	3655
UBERON:0002048	23534
UBERON:0002369	158798
UBERON:0001135	29124
UBERON:0002371	10579
UBERON:0002030	114883
UBERON:0001013	9645
UBERON:0002185	22933
UBERON:0002371	57045
